roi	arm	lseg	operator_class	metric	metric_scope	unit	value	source_raw_log_sha256
decode1	F0	NONE	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34564626	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F0	NONE	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.000000000	96097ee02fff4b31219339bf673e53af826d8b9c98cb3dd1d3657767b8e0025d
decode1	F1	NONE	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	504576	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3824304	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3774234	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21664739	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	299918	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4466618	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6098	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_CORE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	6580	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_PROJECTION	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	11486	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1418	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FFN_MLP	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	2502	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	NORM	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	737	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	OTHER_COMPUTE	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	13968	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	UNRESOLVED	vm_l2_tlb_subentry_hits	EXACT_PER_KERNEL	events	1	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_CORE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	168	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	ATTENTION_PROJECTION	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	2970	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	EMBEDDING_OUTPUT	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	6851	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FFN_MLP	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	4817	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	NORM	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	32	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	OTHER_COMPUTE	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	1647	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	UNRESOLVED	vm_l2_tlb_subentry_misses	EXACT_PER_KERNEL	events	0	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34540487	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F1	NONE	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.000698861	a1b42ccfb45000670fbd2fd7a6daa6df8cc030563b29fd39da805bbd2b4d0618
decode1	F2	NONE	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	505269	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3824007	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3781703	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21665136	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	301294	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4481119	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6098	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34564626	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F2	NONE	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.000000000	62acffd0a634a532db5fe5a1e8028ff2898aa2ee8a8753121c87205e8023a642
decode1	F5	NONE	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	504922	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3826506	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3775855	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21666665	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	299334	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4479466	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6098	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34558846	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F5	NONE	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.000167251	673bce96c31510bd471baf9d9076217df48f8f5d23dc0f2b0ef7b2082a3a3c5c
decode1	F7	10	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	504777	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3797533	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3733950	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	21630472	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	284078	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4475156	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6093	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	665482	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4226182	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	ATTENTION_CORE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	ATTENTION_PROJECTION	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	665482	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	EMBEDDING_OUTPUT	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	4226182	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	FFN_MLP	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	3145728	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	NORM	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	16384	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	OTHER_COMPUTE	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	UNRESOLVED	vm_weight_segment_l2_suppressed	EXACT_PER_KERNEL	events	0	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	FULL_ROI	gpu_tot_sim_cycle	FULL_ROI_ONLY	cycles	34432059	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	10	FULL_ROI	speedup_vs_f0	FULL_ROI_ONLY	ratio	1.003850104	da8055ea20b99d14267a992b59435af6f02d12da42a766f426082e7bc1d6b72a
decode1	F7	20	ATTENTION_CORE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	507273	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	ATTENTION_PROJECTION	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	3852559	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	EMBEDDING_OUTPUT	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4376481	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	FFN_MLP	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	22535896	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	NORM	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	284166	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	OTHER_COMPUTE	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	4473258	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	UNRESOLVED	gpu_sim_cycle	EXACT_PER_KERNEL	cycles	6098	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	ATTENTION_CORE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	ATTENTION_PROJECTION	vm_weight_segment_hits	EXACT_PER_KERNEL	events	655421	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	EMBEDDING_OUTPUT	vm_weight_segment_hits	EXACT_PER_KERNEL	events	4104764	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	FFN_MLP	vm_weight_segment_hits	EXACT_PER_KERNEL	events	3145728	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	NORM	vm_weight_segment_hits	EXACT_PER_KERNEL	events	16384	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	OTHER_COMPUTE	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
decode1	F7	20	UNRESOLVED	vm_weight_segment_hits	EXACT_PER_KERNEL	events	0	14003dcfd4fe25434cabfbaece13260a55b56d7abdad138e1554bd09edf2e26f
