kind	identity	path_or_type	sha256_or_commit
l1_zero	T1:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T1_REFERENCE_L1_0_L2_80_DIAGNOSTIC/command.json	1bb95da6274e34d59843b20d92923fa3cd5f1214ce800fb961f5f570311ba366
l1_zero	T1:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T1_REFERENCE_L1_0_L2_80_DIAGNOSTIC/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
l1_zero	T1:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T1_REFERENCE_L1_0_L2_80_DIAGNOSTIC/wall_seconds.txt	2d411c94bcd69fe686264a4d82465bb4f0aa5f5370c899ec520d98b2d165de3d
observatory	T1:run.log	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/run.log	99fd51ca858efa7feaf37ebe486d44f1282084674eb143c53f09b196d8af7dc2
observatory	T1:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/command.json	8a504c5cc08ecd52174ac04fb29481e65f3ee6685cb501524096ac40fbe01c58
observatory	T1:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
observatory	T1:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T1_REFERENCE_OBSERVATORY_L1_10_80/wall_seconds.txt	89c31885cd380c1bab0a081b6d13e61a071f29d386546fa8c4250df1ae6658a1
l1_zero	T2:run.log	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/run.log	0f249df25166be562e9166eb2e43deba5277989950f8c8c620c389ecc5dfcd20
l1_zero	T2:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/command.json	9109b5760f737656d67db0a7e6db873e9e133f3c967a58503870e1d6c95cfaa3
l1_zero	T2:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
l1_zero	T2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/T2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/wall_seconds.txt	27db1c7a79ac3c484f327ea7b671318e9b5cdf8d35ab09a84d53d3725c50f8ff
observatory	T2:run.log	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/run.log	f29d5b0d35a4e7bfccfc18cb464ab841d23cdc2600122d509e6763b1cea34bad
observatory	T2:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/command.json	555deb02615c11dba9a76adcb114ead68e5e3c8c08255c664aa2e67716f7fb3e
observatory	T2:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
observatory	T2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/T2_REFERENCE_OBSERVATORY_L1_10_80/wall_seconds.txt	8f4344f2b928e14067382ba1b471bacf3509f80f2d66bab7e04065eb5aa27766
l1_zero	A2:run.log	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/A2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/run.log	24040bc663e2d4502c413901a8d4b85c12994ae0ca3b3a3c4c9b9b9bc479685b
l1_zero	A2:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/A2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/command.json	a0cfc0ec6c807aee403371fc20025c5dae3168c8b5b1e7976ab338c0a35df8a2
l1_zero	A2:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/A2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
l1_zero	A2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/raw/A2_REFERENCE_L1_0_L2_80_DIAGNOSTIC/wall_seconds.txt	4f8456dfb5679b05bb62dd742fe20577fc2eb58d72b538dd22e45aa099e08c73
observatory	A2:run.log	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/A2_REFERENCE_OBSERVATORY_L1_10_80/run.log	edaf84be880dfc4f349099b0814ff995904785ab46707206f2221cd56aa66ec8
observatory	A2:command.json	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/A2_REFERENCE_OBSERVATORY_L1_10_80/command.json	c4f9374c2d090f4df4004595e803370b9a09b040ed9e279d749818ebda7c2bba
observatory	A2:rc.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/A2_REFERENCE_OBSERVATORY_L1_10_80/rc.txt	9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa
observatory	A2:wall_seconds.txt	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/observatory_raw/A2_REFERENCE_OBSERVATORY_L1_10_80/wall_seconds.txt	bfc7fcf494fd9886b3a7452c7d206c263eb47a6ffe2d7810ca4b45a349f5d8ba
literature_scratch_not_committed	ISCA2018_GPU_PAGE_WALK_SCHEDULER.pdf	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/literature/ISCA2018_GPU_PAGE_WALK_SCHEDULER.pdf	14a56d6bd852d5447f5a90ce020c381e2ecc89faac41123434c265a5ccd9e8f9
literature_scratch_not_committed	ASPLOS2018_FILTERING_TRANSLATION_BANDWIDTH.pdf	/root/share/mnt164/huangrulin/awma_post_classic_baseline_residual_discovery_v1/literature/ASPLOS2018_FILTERING_TRANSLATION_BANDWIDTH.pdf	f1416ddbc4b5f2f61282139b3af86e60b82808fa5cb32427e76320bf24c80e7d
script	run_post_classic_l1_zero_diagnostic.py	/root/workspace/accel-sim-framework-awma-post-classic-baseline-residual-discovery-v1/util/vm_tlb/awma/run_post_classic_l1_zero_diagnostic.py	bb20459c22ab1f395172d779e40431cb6109f2fccd2cba9a9035121f9486b248
script	run_post_classic_reference_observatory.py	/root/workspace/accel-sim-framework-awma-post-classic-baseline-residual-discovery-v1/util/vm_tlb/awma/run_post_classic_reference_observatory.py	56b87fa46739a96c61992f854262874ee2b49aa29b82c22ed8e5118d5bb2b952
script	build_post_classic_residual_review.py	/root/workspace/accel-sim-framework-awma-post-classic-baseline-residual-discovery-v1/util/vm_tlb/awma/build_post_classic_residual_review.py	2dfc9e87b62e06df2fb0ae5123264e6dcf08b51ca8f90e15ea7006f072db9c34
script	validate_post_classic_residual_review.py	/root/workspace/accel-sim-framework-awma-post-classic-baseline-residual-discovery-v1/util/vm_tlb/awma/validate_post_classic_residual_review.py	a5d8b85933508fe86d9e4c8fa9fad8e84945c9a7b73e0278f2e8087aeda98531
authority	coordination	git	d1b58f8a4a0beac3f9c760f5933faf7e701a1152
authority	lane_b	git	9efe8236e0c6338addfef5480e1da91bffb504eb
authority	lane_e_prep	git	b06ebfe66ab862c1fffa5f0bc3340a8814f26ec9
authority	latpc_review	git	3594aa192a9362dbd5b15e8bd7508773a17cc1a7
