roi	trace_policy	run_dir	framework_head	core_head	run_manifest_sha256	telemetry_schema	scope	metric	value
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[10]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[11]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[12]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[13]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[14]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[15]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[16]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[17]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[18]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[19]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[20]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[21]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[22]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[23]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[24]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[25]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[26]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[27]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[28]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[29]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[30]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[31]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[32]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[33]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_CORE	raw_core_stats	L1D_cache_core[34]: Access = 60, Miss = 60, Miss_rate = 1.000, Pending_hits = 0, Reservation_fails = 0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_TOTAL	L1D_total_cache_accesses	2100
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_TOTAL	L1D_total_cache_misses	2100
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_TOTAL	L1D_total_cache_miss_rate	1.0000
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_TOTAL	L1D_total_cache_pending_hits	0
Q05_PREFILL_ATTN_FLASH	FULL_RANK0	/root/workspace/accel-sim-framework-awma-first-current-model-replay-174new-v1/outputs/replay-7	d64408a97d76a320a6d49468653d416e33677af8	57bb71ecd015b6ec0ab32e45b0815e5beaf69172	3cb27c1562e017c13cc9bfa26bb33902e754d8a681230c090546300e46872ad9	M4C_MEMORY_TELEMETRY_V1	L1D_TOTAL	L1D_total_cache_reservation_fails	0
