target	static_index	classification	active_lane_address_events	opcode	sass	is_load	is_store	derived_access_kind	width_classification	width_bytes	start_unique_va	start_4k_pages	start_64k_pages	start_2m_pages	start_128b_lines	exact_width_touched_4k_pages	exact_width_touched_64k_pages	exact_width_touched_2m_pages	exact_width_touched_128b_lines	static_map_sha256
Q05_DECODE_EARLY_KV_ATTN	47	ZERO_EXECUTION_PROVEN	0	LDG.E	@!P2 LDG.E R13, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	53	ZERO_EXECUTION_PROVEN	0	LDG.E	@P2 LDG.E R193, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	129	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P5 STG.E.128 [R4.64+0x800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	132	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P0 STG.E.128 [R4.64+0x1800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	135	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P2 STG.E.128 [R4.64], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	137	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P1 STG.E.128 [R4.64+0x1000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	139	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P4 STG.E.128 [R4.64+0x2000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	142	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P3 STG.E.128 [R4.64+0x2800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	145	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P2 STG.E.128 [R4.64+0x3000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	149	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P1 STG.E.128 [R4.64+0x3800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	153	ZERO_EXECUTION_PROVEN	0	STG.E	@!P5 STG.E [R16.64+0x20], R3 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	157	ZERO_EXECUTION_PROVEN	0	STG.E	@!P4 STG.E [R16.64+0x40], R19 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	159	ZERO_EXECUTION_PROVEN	0	STG.E	@!P3 STG.E [R16.64+0x60], R15 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	162	ZERO_EXECUTION_PROVEN	0	STG.E	@!P2 STG.E [R16.64+0x80], R13 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	163	ZERO_EXECUTION_PROVEN	0	STG.E	@!P1 STG.E [R16.64+0xa0], R11 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	165	ZERO_EXECUTION_PROVEN	0	STG.E	@!P0 STG.E [R16.64+0xc0], R9 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	166	ZERO_EXECUTION_PROVEN	0	STG.E	@!P5 STG.E [R16.64], R5 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	169	ZERO_EXECUTION_PROVEN	0	STG.E	STG.E [R16.64+0xe0], R3 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	181	ZERO_EXECUTION_PROVEN	0	LDG.E	@P0 LDG.E R7, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	217	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R18, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	1297	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R6, [R14.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	1298	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R7, [R12.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	2733	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R6, [R14.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	2735	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R7, [R12.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	3053	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R166, [R176.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	3055	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R167, [R174.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4667	EXECUTED_SHARD	126	STG.E	@!P2 STG.E [R42.64], R0 ;	0	1	WRITE	WIDTH_UNKNOWN		126	1	1	1	4					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4668	ZERO_EXECUTION_PROVEN	0	STG.E	@!P1 STG.E [R42.64+0x20], R2 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4688	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P6 STG.E.128 [R36.64+0x800], R28 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4691	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P5 STG.E.128 [R36.64+0x1000], R24 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4694	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P4 STG.E.128 [R36.64+0x1800], R20 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4695	EXECUTED_SHARD	2016	STG.E.64	@!P0 STG.E.64 [R36.64], R32 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	8	2016	9	1	1	252	9	1	1	252	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4696	EXECUTED_SHARD	2016	STG.E.64	@!P0 STG.E.64 [R36.64+0x8], R34 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	8	2016	9	1	1	252	9	1	1	252	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4698	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P3 STG.E.128 [R36.64+0x2000], R16 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4699	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P2 STG.E.128 [R36.64+0x2800], R12 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4700	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P1 STG.E.128 [R36.64+0x3000], R8 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_EARLY_KV_ATTN	4702	ZERO_EXECUTION_PROVEN	0	STG.E.128	STG.E.128 [R36.64+0x3800], R4 ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	30	ZERO_EXECUTION_PROVEN	0	LDG.E	@P1 LDG.E R3, [R20.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	31	ZERO_EXECUTION_PROVEN	0	LDG.E	@P1 LDG.E R0, [R20.64+0x4] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	35	ZERO_EXECUTION_PROVEN	0	LDG.E	@!P0 LDG.E R9, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	45	ZERO_EXECUTION_PROVEN	0	LDG.E	@P2 LDG.E R0, [R18.64+0x4] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	47	ZERO_EXECUTION_PROVEN	0	LDG.E	@!P2 LDG.E R13, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	53	ZERO_EXECUTION_PROVEN	0	LDG.E	@P2 LDG.E R193, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	129	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P5 STG.E.128 [R4.64+0x800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	132	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P0 STG.E.128 [R4.64+0x1800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	135	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P2 STG.E.128 [R4.64], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	137	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P1 STG.E.128 [R4.64+0x1000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	139	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P4 STG.E.128 [R4.64+0x2000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	142	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P3 STG.E.128 [R4.64+0x2800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	145	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P2 STG.E.128 [R4.64+0x3000], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	149	ZERO_EXECUTION_PROVEN	0	STG.E.128	@!P1 STG.E.128 [R4.64+0x3800], RZ ;	0	1	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_SASS	16	0	0	0	0	0	0	0	0	0	5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	153	ZERO_EXECUTION_PROVEN	0	STG.E	@!P5 STG.E [R16.64+0x20], R3 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	157	ZERO_EXECUTION_PROVEN	0	STG.E	@!P4 STG.E [R16.64+0x40], R19 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	159	ZERO_EXECUTION_PROVEN	0	STG.E	@!P3 STG.E [R16.64+0x60], R15 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	162	ZERO_EXECUTION_PROVEN	0	STG.E	@!P2 STG.E [R16.64+0x80], R13 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	163	ZERO_EXECUTION_PROVEN	0	STG.E	@!P1 STG.E [R16.64+0xa0], R11 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	165	ZERO_EXECUTION_PROVEN	0	STG.E	@!P0 STG.E [R16.64+0xc0], R9 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	166	ZERO_EXECUTION_PROVEN	0	STG.E	@!P5 STG.E [R16.64], R5 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	169	ZERO_EXECUTION_PROVEN	0	STG.E	STG.E [R16.64+0xe0], R3 ;	0	1	WRITE	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	181	ZERO_EXECUTION_PROVEN	0	LDG.E	@P0 LDG.E R7, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	217	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R18, [R18.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	1297	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R6, [R14.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	1298	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R7, [R12.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	2733	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R6, [R14.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	2735	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R7, [R12.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	3053	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R166, [R176.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
Q05_DECODE_LATE_KV_ATTN	3055	ZERO_EXECUTION_PROVEN	0	LDG.E	LDG.E R167, [R174.64] ;	1	0	READ	WIDTH_UNKNOWN		0	0	0	0	0					5e0254ebbb9c82e806f78227d9e6b68db2a62f6fa681b6f80bb22464e6169d86
