target	run_id	static_index	occurrence	classification	warp_records	active_lane_address_events	overflow	trace_sha256	terminal_log_sha256	address_context_sha256	address_space_id	process_pid	result
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	30	24	ZERO_EXECUTION_PROVEN	0	0	0	0f2a5179a36ab59c617fcd54a2b5d0066b3122fa4312742ed9b59d71f48db5c0	d43c2218e47f91b8ed80849033c964028cc068330ea171ff5c75a80a05f3d516	15c177c529a75933e0136ff246f8070133bd3be3c14517788310c66cdba0e320	ba47317699532afbceec99e752dd913271fdb9c419e7e4a999f823eae9aedc71	205572	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	31	24	ZERO_EXECUTION_PROVEN	0	0	0	5eb4065348534d3339059af5c2615157ccfc22b5c0244cfbce4a347e4e2e0e9c	6adb047d1fe0091d162c5c30ed0763434fe05d5f811bb55239eadd2486f79985	e7c28224a04b9e75060d1ce2e4b3af27bff83e4cf307f4954c13bece05c3d2b0	983687f023be814fb84e8bcc20330b290a08001a9dbf6b638efe3ad5b8db013f	205630	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	35	24	ZERO_EXECUTION_PROVEN	0	0	0	14bc1ed6551313f1c1bb40bef7410185d39d000f07bc714f36c0f767dd3ac270	2344c461c5276940be381cc7a4d8f7e29738a77062e2e69cd8164f838dd82b2b	7922e7db9639bbc7376c8e1ccca24b258f289a1e19e432cdb3efa2fb644d0201	0b398d98e3b78b679b7c570f09d9d022157772bf0fc0aaa7682b1e95056fc90c	205688	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	45	24	ZERO_EXECUTION_PROVEN	0	0	0	d226b46f4ca62c484ec7cee0b7725dc58d9025fd7a07f6c3b5e6972e37b1feee	7005ef694bc125248007f8d2f8a7302124c54e0e141705794f3e2919e8207264	cab29a4ea8a279e122875fcd0795482b1ad5706ca610b242efb74d7c4e93cb9e	6607a55625493f9a29ff1d72690fb07b71d7bc6e7ab5c726dc8abbbb21cf291f	205746	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	47	24	ZERO_EXECUTION_PROVEN	0	0	0	5b5357f422575773be43640b4d0f7131bdc17c1515be7f16cecb6ef6bd4dbfd8	b56dd1110a3c40951da94af47c76048cbb397da6e80487adcf36a06311f24c88	bc5a58f624dadd98d3f0251ac0fdc2edc2c72574aef31a0e15b0a7c64b5b23f2	fbae3340012900ec78fbe0f80d8d72b1c4d36877d2e355ceda619e1dc7fa8b00	205804	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	53	24	ZERO_EXECUTION_PROVEN	0	0	0	3b902689b820b254786e73e8bbd75296a7af15c0930e39d5cdb441939e9bdf3b	88400934f85c1130052b1eacc156b93c14c77dada2e89d115350d89f8a8e50e1	e717e114b23c17905b0d7b063ae82aac3ac52fd8b3f048fe602ae954f778fef7	dda8195b686e7028157295d66ae1e65922d5ab8d8fd2de079b18c34f5769c1b3	205863	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	129	24	ZERO_EXECUTION_PROVEN	0	0	0	952a8312a8a72d34aeede92294dfb16e9cd054fd0c799ab8f2fdde00a2770c5c	c102b091329956d51c517ed591f6c0cab96e6e344750349a6febf31ef95ef0e3	8a3e108ce0aa0cf2b092f745474a576ae319ca8ba8b3439fe354995dd63c29b7	53251bb3f9331d8201defd495240868cfd022cfb28c698e708b1e1659c63fda5	205926	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	132	24	ZERO_EXECUTION_PROVEN	0	0	0	755fabaef3445820b6bec6fd1ae88d45f1afda1083ce9693b74b88902c204f71	1863bf587eac1d7953c78eaff1ef4259ff8f14e6aa9a23759811c21d26311916	a3b69c6b39a0ca7a9a67d9da04614bae58e4755c91d0b40c13c48d22b0f8289b	cc76bbc74f0286babf0b0dcd97a823cbdff0420add2450a74a72fa28095fb728	205984	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	135	24	ZERO_EXECUTION_PROVEN	0	0	0	448d78382cb38585b2d04593958d29a6e61085587b2ddb2e7874d5466afac148	a8910229244a584c18eb333f43d542aaf212f3f0ec7200a429519d82e2298a4b	0971e394019ca0a2e292443f955309413ce8e90c47f1e9f9e6e9e80230d1939a	c74831ccea9cfa5d7ff3b5a36d2d70bb49b659bc42b8a6f869c96d9c39adc8c9	206042	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	137	24	ZERO_EXECUTION_PROVEN	0	0	0	5535ee0611b59406709a82bb8647fc4c2b8f588fccaf18d0d83a56bba6eb5b18	c6c7542f118b4c988ed04f8d80f900dd1abed67410c0b3a9be936f1781a4b691	2efaa94eec6a31a35d72401869304a9e5983715d9aaf02b705479cef1fe6e36c	98fb87b7add40857d365a41514240a9c7de2f886e126df149fa56706f6d99d2d	206100	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	139	24	ZERO_EXECUTION_PROVEN	0	0	0	fa02eb0424755e87d59f5cbef1b2e0f9c313388ceb6c43522b8c30597f333960	c0d9ccca464851d5bb77fee4b396d4c8bcee5b88c7e00e37ca336080d0d2c4a9	3b984e73f35404395cb817d4997e1a4f966970cf08180d15fe74bb1da2168aec	58d9ce7104ebdeab94e345ba744ec8a41a29cd12b66d73f4517ad1c3bf282cb1	206158	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	142	24	ZERO_EXECUTION_PROVEN	0	0	0	10be97bc0893c3e7af295b6811b0f9db50c59994d35f3a4e4a37c3945fb55085	2c1d1340696de44e653b2ac557e6e81acafb381e8c51b135e2fc263d4f75e727	ad7a0219cfbc341cc430a8f82feaf830fc26dbc98251a6ddbab611ff0735d4c8	5bcc91c668c0c1f93dc59c38da671ee18f77680ff38b4692967175cab77e5301	206216	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	145	24	ZERO_EXECUTION_PROVEN	0	0	0	24b6c3f16e6a3b8c4599e04430a49bde539e46948a64b4226b40fe5aba651be2	93cc6d82a121d3dd76b8190df94addea760f70aa8b0efb251c21e7ed45094687	fe762d83708e989759d9ff88efb1dc3ac8db4d21ab29f7c4b4816a57887e5eed	5699a20463a4e7cfa0f44146a48294d3e0c0be21593b77ef122486a2d207f173	206274	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	149	24	ZERO_EXECUTION_PROVEN	0	0	0	07e2ab0b5931a96f7f8de143a2094d787fc2bd46db6d96cb5bb89e322e18c044	f2ab00549e4e1d2b9247acf67559575e17d5156efcc845acd8f7a4781aa21d26	0bee28873a24944d78d25ce78a8d2c5de4d35b22cae6cc9e9be1c7f38f702bdb	bd953b1e8e7119ce42d78fc63befcdba5e5a5e6f011e3d306c5b76a02a35b246	206338	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	153	24	ZERO_EXECUTION_PROVEN	0	0	0	28d465c8c9740eb65dd26870b9b1213956d9da972d1d46642f248e45564d5fe7	9e397cb5aeba9eb7fde4eff8640ad1567284c4cde7ca582f354cfb2c075cf7f0	ae48123526c41b2f0adbff810043750575ae431973e338ec1d1edac5944a7579	06619ba2474d567e9c8aefd7450de237fa2437ba135e8fbbc228075699ebfab2	206396	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	157	24	ZERO_EXECUTION_PROVEN	0	0	0	4d587451e7fecbbde158a39018657ebc6c447c86196ea8fb901796029b8dd554	a30a421fefa19845ef729fa415f4272f94d4504c0ddf7426103926b28826193b	d73c8daea31c25b98fb0c7bead9a83dd47db8fdb96a79d5a2adeb9b22a7f1039	4f99bd66d056991041f37c3f4827857fc0258b3a488d1fe9f2155f0831d57e4d	206454	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	159	24	ZERO_EXECUTION_PROVEN	0	0	0	edbdda86c0173585743ab8e9a5ea190fc5bae7db78ffa97fc5d23c06803854e6	a665f3be7cfcdf5f852b540d55e63c9d1b42bd6ff19d31f2b9e6cb26f941d5e0	cd700fbd13142e9ce30d01e45fe646354b0a1aa65dc6c1a4d21a92454d19ffa3	224b86a3bae894fa66f1696f75f5b47d9b199f328173919e1f06f3b1f300071a	206512	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	162	24	ZERO_EXECUTION_PROVEN	0	0	0	750b9fb3014eea2a80bbf040a2120ce8e01dd07fd518a00f072cebc20cc4fd8e	5c66572d2c43b57ee4e4f87192023096b37779e50f2838601c025548f60cab5c	3240aae407960f500b5326758a5e1253cf56cdf3e3585478b31be4f4d2b1de66	02064d735f1c107ef383ada387e88a8cb12055ffcbe10a3d7c2f8f8083bf6817	206570	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	163	24	ZERO_EXECUTION_PROVEN	0	0	0	e8afefb9a7767fc1e89f93e721fd3a459bb8d848b5fcfef6799dd823d9f1d90d	1076dad225c272e9c9e9ca7c6cf71da84781cdf8659169282fb03804a17e4d0d	4a4d419813ae38db202e33ef6f82b85dad664e665b395d0f733bce9f5a87bec3	4b8882be24f02403da40a5eb20c731511ae9e47250528ae5d6dcf6b086afcdc0	206628	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	165	24	ZERO_EXECUTION_PROVEN	0	0	0	f86f23958fe0c0e59f483dab715c65284df748161a0ca15a4e5da0c258c9a7a0	611a2179181ea2c59bcf9b10871ecdbc8f867771a3ab4648abcc3979c6c2cc74	cac7f1178f2a697b88968d2f28edf4719d6b8e7c91c71ed242442b5d35e2fcfb	faa50e16576a81cc566745589a9358839b439436d4c17ea93385060164c0724d	206686	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	166	24	ZERO_EXECUTION_PROVEN	0	0	0	774c30ebf7c1cc21a3b8b8eff3c33e81bd3ca85b218c1d4df191c0c3d0eb8afd	d08f9e245f86f12d5a63177d40cc059b1c2a6a6ae7d31bd3ac05db1731ec1536	60ef2e00c99d56a7fc97c73afff18432e7d728f373eda3851056cba56b747916	16c3c1516344bf26f7ece2d776634d026ae67ea8e5c26423193f0e9f98a74f33	206744	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	169	24	ZERO_EXECUTION_PROVEN	0	0	0	513eeb66d9a9eb3757fae5594d363787c6ff8db7eb92eead2be8d1efd701e575	5185b5d4f674c2c1ac0b7bb09b53b4388170a64f70b8c861aedc408abf7152ae	692176b07f2296a6297cdc25dfd70d48651595e43c6c8f3ceb2e707bd4f999a7	97a9706996492b75e41f9d941bdf848f672fce921ec8db5a0e5a5504ceb217f9	206806	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	181	24	ZERO_EXECUTION_PROVEN	0	0	0	1dabf8b35f902be58b337ca0f140c18125f42c1d7b1c1fb2deb5cdcf19212fa7	016f4713ac0129c0ed2a7523c36d7865f3c64421689e60a8a8389f6fb53fc53d	2f898a95eab67070cf2ce3a69836d2506b8813bda6f158a7fd0007b0d693f1f7	45a2f7ce935784a61e6753e339d98d60fda51ffd1c5c5ca0b738aa5c8b19fbef	206864	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	217	24	ZERO_EXECUTION_PROVEN	0	0	0	54d00dce0c118494f244a5d4653d1682cd9c25d613bd9cb61ef4486ee19c53b1	d38709711c6fbc466b2942ecfd9306178e13982fd004febd160c280462ed1f58	ca311c3bdbd22a93eeac5a4a46cbaad3428f8624058003ceb3b1974d8a883662	ad89212641322aa787ddafbdadba5864f006fec98ab0665a38518c00c182c167	206922	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	1297	24	ZERO_EXECUTION_PROVEN	0	0	0	99ab1fd8b521885abae0fb2132bae2b71b655bcc6ed6ef6070efd7d4dc8d7050	a698c645f66dfd2ffae1e795ac63b996ef532d38464b7c9d64e0d0843cc13947	7941de0a17330fd6835f9a0a905c8a77e9cc0658a596e20f2f4c427fdc23e73d	81e83cb76cc37dc5e298ef831752c3b4601bd0fc17caa2069f380409f77c8c1a	206980	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	1298	24	ZERO_EXECUTION_PROVEN	0	0	0	794f1e9849060e8ac45ba11d810ca2f6e6541eec8866e5283df28a42328fbd2b	1d3c75985d04ae3013ffe34b5117b7acb0913e2efa575bd3d4aeb5b6d250542c	762acad180e5cd7c2bf5d2e95b5ef219d8e044c269502685b609f05d805f10c6	8ac7b19de003690003c6968ce7e7d53f2a176e24b081f8a525dfc6d1844ada11	207038	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	2733	24	ZERO_EXECUTION_PROVEN	0	0	0	994283a98729ae87aca30d5bb8c8df978fc36d1013efc1f4243147640be2b0bd	914a5fbc87db7a5bb47ec9ddaf86dd89a2bca3c7f6ad991dec3eaf0cc65cbeb5	b0e33a4fa029a00519f2704d1967f6835179e7be4be069c4241ac1c9debf7d90	c3d059e1060e57984a52c717fbe4e607ef67101fcf4d03c39cf534c91ecf38a6	207096	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	2735	24	ZERO_EXECUTION_PROVEN	0	0	0	71be4c59fd5d6349f2aadb54e5f7b29f9a2611d373b7a07a0f399bd67b0dfd74	59839a547ff685a4d86d690b037d8763f194344216eebbb85aaded51faa09049	fe3290cb0ac6dd58ac431b9d05fac3dcb6fa626122c89df6ba240ec11a7b5968	96a8a555d690844a04fd8f520d5e0e8d001e6f0113b6f8f56eb4800f041549d6	207154	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	3053	24	ZERO_EXECUTION_PROVEN	0	0	0	e2d5793767963e5faf9d2ba2da79e6a4a028bf6970c885db25c8a339a2ea8bd8	0b4b4358fd1dccb8fb14f77839fac069c3a92241903a26e206c2da2f4c0affee	48cad5fcb62b908e48f8936e2af415b0fbb7758175e8eae2eedc239173c3d863	22dfff59032f36358594f65e79eefa5437b0ff2c2c28c0de6b1be69c1349baa3	207262	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	3055	24	ZERO_EXECUTION_PROVEN	0	0	0	58a04041a843b8a6da27b471042a635c8489cc9ea87b7ab2ee8289779adc78d1	aedc52a5764d90e63094b79e0a935aec2ad35b4819dd281c4bb27dd57df484d1	d350e26e0e0087969cb0bfe0f1ddd6492fd2d8f3dd1178cdacb95b1cd317ba04	c1f2b4a54b3443024133f303add15cefcfb27a3e7754257ee6cc4de9453b4e8b	207320	PASS
Q05_DECODE_EARLY_KV_ATTN	C16R_qwen25-05b_s2-text_decode_nvbit-warp-mref-shard_q05-decode-early-kv-attn_20260915T065526Z_8e1c42e61119	4667	24	EXECUTED_SHARD	126	126	0	2288d047768eaa1807727213091baeb5b50ebe3207b883232c522e927b44113b	d5627e409c25b30347659b827ab3c7b50d45afe2371821fa67c17d89ab5dc549	1ec8e2e0733cb78a000f74707aa371ec9c3ea413e6474683f07f5295a87bdef1	0b6d0a20f5ed6149fdca25745de1606f61ec88d208909c892f3737bd15c85f35	207383	PASS
