audit_status,class,cv,input,max,max_over_mean,mean,metric,suite,workload
FAIL,secondary,,V100 staged,0.0,,0.0,draml2q_util_avg,ISPASS,ispass_ray
FAIL,secondary,,V100 staged,0.0,,0.0,missq_wb_util_avg,ISPASS,ispass_ray
FAIL,secondary,0.043637089742985476,V100 staged,2.2e-05,1.0814132104454681,2.0343750000000007e-05,reserved_util_avg,Pannotia,fw_block
FAIL,secondary,0.04074758919120649,V100 staged,0.00022,1.071048227597748,0.00020540625000000008,mshr_util_avg,Pannotia,fw_block
FAIL,secondary,,V100 staged,0.0,,0.0,missq_util_avg,Pannotia,fw_block
FAIL,secondary,,V100 staged,0.0,,0.0,fill_busy_ratio,Pannotia,fw_block
FAIL,secondary,,V100 staged,0.0,,0.0,data_busy_ratio,Pannotia,fw_block
FAIL,secondary,,V100 staged,0.0,,0.0,draml2q_util_avg,Pannotia,fw_block
FAIL,secondary,,V100 staged,0.0,,0.0,missq_wb_util_avg,Pannotia,fw_block
FAIL,primary,0.012646391774716315,NY graph,4.1e-05,1.0334777471445442,3.9671875000000034e-05,reserved_util_avg,Parboil,bfs
FAIL,primary,0.008189731631762287,NY graph,0.000166,1.0256806333268973,0.00016184374999999996,mshr_util_avg,Parboil,bfs
FAIL,primary,,NY graph,0.0,,0.0,missq_util_avg,Parboil,bfs
FAIL,primary,,NY graph,0.0,,0.0,fill_busy_ratio,Parboil,bfs
FAIL,primary,,NY graph,0.0,,0.0,data_busy_ratio,Parboil,bfs
FAIL,primary,,NY graph,0.0,,0.0,draml2q_util_avg,Parboil,bfs
FAIL,primary,,NY graph,0.0,,0.0,missq_wb_util_avg,Parboil,bfs
FAIL,primary,0.033810604657604576,32x32x32,0.000123,1.0649350649350653,0.00011549999999999996,reserved_util_avg,Parboil,mri-q
FAIL,primary,0.028913645233349546,32x32x32,0.001407,1.0460237436981623,0.0013450937500000002,mshr_util_avg,Parboil,mri-q
FAIL,primary,0.18467737653504093,32x32x32,0.000819,1.2716157205240177,0.0006440624999999999,missq_util_avg,Parboil,mri-q
FAIL,primary,,32x32x32,0.0,,0.0,fill_busy_ratio,Parboil,mri-q
FAIL,primary,,32x32x32,0.0,,0.0,data_busy_ratio,Parboil,mri-q
FAIL,primary,,32x32x32,0.0,,0.0,draml2q_util_avg,Parboil,mri-q
FAIL,primary,,32x32x32,0.0,,0.0,missq_wb_util_avg,Parboil,mri-q
FAIL,primary,0.09389179114242033,default,0.000808,1.2255480507169105,0.0006592968749999995,reserved_util_avg,Parboil,sad
FAIL,primary,0.09761741741727648,default,0.007265,1.2413299658805126,0.005852593749999998,mshr_util_avg,Parboil,sad
FAIL,primary,0.16593971094678456,default,9.8e-05,1.495469718645684,6.553125000000001e-05,missq_util_avg,Parboil,sad
FAIL,primary,,default,0.0,,0.0,fill_busy_ratio,Parboil,sad
FAIL,primary,0.009069653284281432,default,0.008918,1.0229777105453712,0.0087176875,data_busy_ratio,Parboil,sad
FAIL,primary,,default,0.0,,0.0,draml2q_util_avg,Parboil,sad
FAIL,primary,0.0885093255081845,default,5e-05,1.2436844150796738,4.0203124999999996e-05,missq_wb_util_avg,Parboil,sad
FAIL,primary,0.03135481807316674,Dubcova3 large,0.045846,1.1094468125009689,0.041323296875,reserved_util_avg,Parboil,spmv
FAIL,primary,0.034660776823477665,Dubcova3 large,0.575177,1.1083291711017556,0.518958640625,mshr_util_avg,Parboil,spmv
FAIL,primary,0.06479256076083191,Dubcova3 large,0.56655,1.1699899287006736,0.4842349374999999,missq_util_avg,Parboil,spmv
FAIL,primary,,Dubcova3 large,0.0,,0.0,fill_busy_ratio,Parboil,spmv
FAIL,primary,,Dubcova3 large,0.0,,0.0,data_busy_ratio,Parboil,spmv
FAIL,primary,,Dubcova3 large,0.0,,0.0,draml2q_util_avg,Parboil,spmv
FAIL,primary,,Dubcova3 large,0.0,,0.0,missq_wb_util_avg,Parboil,spmv
FAIL,primary,0.03635887908111738,mil+command,0.004556,1.0970135215464374,0.0041530937500000005,reserved_util_avg,Rodinia,btree
FAIL,primary,0.04068376674157593,mil+command,0.054381,1.1039806482125574,0.049259015625000006,mshr_util_avg,Rodinia,btree
FAIL,primary,1.6751361626825438,mil+command,0.005346,7.87841945288754,0.0006785624999999998,missq_util_avg,Rodinia,btree
FAIL,primary,,mil+command,0.0,,0.0,fill_busy_ratio,Rodinia,btree
FAIL,primary,5.5677643628300215,mil+command,2.3e-05,32.0,7.1875e-07,data_busy_ratio,Rodinia,btree
FAIL,primary,,mil+command,0.0,,0.0,draml2q_util_avg,Rodinia,btree
FAIL,primary,0.2087021718854524,mil+command,7e-06,1.5033557046979855,4.656250000000003e-06,missq_wb_util_avg,Rodinia,btree
FAIL,primary,0.0390002834539285,fvcorr_097K,0.008069,1.0802167896968418,0.007469796874999999,reserved_util_avg,Rodinia,cfd_097k
FAIL,primary,0.03969637482894446,fvcorr_097K,0.121472,1.0841647155524385,0.11204201562499999,mshr_util_avg,Rodinia,cfd_097k
FAIL,primary,0.1213427676327966,fvcorr_097K,0.106631,1.2165807198850374,0.087648109375,missq_util_avg,Rodinia,cfd_097k
FAIL,primary,,fvcorr_097K,0.0,,0.0,fill_busy_ratio,Rodinia,cfd_097k
FAIL,primary,0.15900194991232453,fvcorr_097K,0.001768,1.311405491232341,0.0013481718749999991,data_busy_ratio,Rodinia,cfd_097k
FAIL,primary,,fvcorr_097K,0.0,,0.0,draml2q_util_avg,Rodinia,cfd_097k
FAIL,primary,0.11671427538125032,fvcorr_097K,0.019395,1.2479992278427052,0.015540874999999997,missq_wb_util_avg,Rodinia,cfd_097k
FAIL,primary,0.01656658428770871,1024x1024,0.006511,1.050155997197595,0.00620003125,reserved_util_avg,Rodinia,dwt2d
FAIL,primary,0.01699853241528522,1024x1024,0.089029,1.046510658313716,0.085072234375,mshr_util_avg,Rodinia,dwt2d
FAIL,primary,0.04443546732651945,1024x1024,0.059956,1.1306213080516885,0.05302925,missq_util_avg,Rodinia,dwt2d
FAIL,primary,,1024x1024,0.0,,0.0,fill_busy_ratio,Rodinia,dwt2d
FAIL,primary,0.010225512357555396,1024x1024,0.030504,1.0267655079377185,0.029708828125,data_busy_ratio,Rodinia,dwt2d
FAIL,primary,,1024x1024,0.0,,0.0,draml2q_util_avg,Rodinia,dwt2d
FAIL,primary,0.05928520072492313,1024x1024,0.026688,1.1291198384886472,0.023636109375,missq_wb_util_avg,Rodinia,dwt2d
FAIL,primary,0.012860550705140646,"1024x1024,2iter",0.007001,1.0284764654843939,0.006807156249999999,reserved_util_avg,Rodinia,hotspot1
FAIL,primary,0.012094729168543254,"1024x1024,2iter",0.064745,1.0376585969792387,0.06239528125,mshr_util_avg,Rodinia,hotspot1
FAIL,primary,0.08067038030723331,"1024x1024,2iter",0.000185,1.228470637061631,0.00015059375,missq_util_avg,Rodinia,hotspot1
FAIL,primary,,"1024x1024,2iter",0.0,,0.0,fill_busy_ratio,Rodinia,hotspot1
FAIL,primary,0.08556701979899987,"1024x1024,2iter",0.004595,1.1418542706933907,0.00402415625,data_busy_ratio,Rodinia,hotspot1
FAIL,primary,,"1024x1024,2iter",0.0,,0.0,draml2q_util_avg,Rodinia,hotspot1
FAIL,primary,0.05472358222801215,"1024x1024,2iter",9.2e-05,1.115362758098125,8.248437499999998e-05,missq_wb_util_avg,Rodinia,hotspot1
FAIL,primary,0.027274529000639855,matrix-512,4.3e-05,1.0560245587106682,4.071874999999998e-05,reserved_util_avg,Rodinia,lud
FAIL,primary,0.01735981884344149,matrix-512,0.000371,1.0399894879768734,0.00035673437500000006,mshr_util_avg,Rodinia,lud
FAIL,primary,,matrix-512,0.0,,0.0,missq_util_avg,Rodinia,lud
FAIL,primary,,matrix-512,0.0,,0.0,fill_busy_ratio,Rodinia,lud
FAIL,primary,,matrix-512,0.0,,0.0,data_busy_ratio,Rodinia,lud
FAIL,primary,,matrix-512,0.0,,0.0,draml2q_util_avg,Rodinia,lud
FAIL,primary,,matrix-512,0.0,,0.0,missq_wb_util_avg,Rodinia,lud
FAIL,primary,0.15316917442944625,filelist-4,0.003123,1.2224362855727422,0.0025547343749999993,reserved_util_avg,Rodinia,nn
FAIL,primary,0.06732019952093737,filelist-4,0.035449,1.1237001526012795,0.03154667187500001,mshr_util_avg,Rodinia,nn
FAIL,primary,1.7778230993511202,filelist-4,0.004818,6.432308398347865,0.0007490312500000001,missq_util_avg,Rodinia,nn
FAIL,primary,,filelist-4,0.0,,0.0,fill_busy_ratio,Rodinia,nn
FAIL,primary,,filelist-4,0.0,,0.0,data_busy_ratio,Rodinia,nn
FAIL,primary,,filelist-4,0.0,,0.0,draml2q_util_avg,Rodinia,nn
FAIL,primary,,filelist-4,0.0,,0.0,missq_wb_util_avg,Rodinia,nn
FAIL,secondary,0.018385325273603963,"size=1,pass=1",0.00365,1.0439476953603317,0.0034963437500000003,reserved_util_avg,SHOC,fft
FAIL,secondary,0.014589257611935913,"size=1,pass=1",0.039499,1.0292605666776597,0.03837609375,mshr_util_avg,SHOC,fft
FAIL,secondary,0.04943968544223599,"size=1,pass=1",0.036509,1.0955592961266334,0.033324531250000004,missq_util_avg,SHOC,fft
FAIL,secondary,,"size=1,pass=1",0.0,,0.0,fill_busy_ratio,SHOC,fft
FAIL,secondary,,"size=1,pass=1",0.0,,0.0,data_busy_ratio,SHOC,fft
FAIL,secondary,,"size=1,pass=1",0.0,,0.0,draml2q_util_avg,SHOC,fft
FAIL,secondary,,"size=1,pass=1",0.0,,0.0,missq_wb_util_avg,SHOC,fft
FAIL,secondary,0.027703974388545553,V100 staged,8.2e-05,1.0860927152317879,7.550000000000002e-05,reserved_util_avg,SHOC,gemm
FAIL,secondary,0.009450189296928119,V100 staged,0.000468,1.0309789343246594,0.0004539374999999999,mshr_util_avg,SHOC,gemm
FAIL,secondary,,V100 staged,0.0,,0.0,missq_util_avg,SHOC,gemm
FAIL,secondary,,V100 staged,0.0,,0.0,fill_busy_ratio,SHOC,gemm
FAIL,secondary,,V100 staged,0.0,,0.0,data_busy_ratio,SHOC,gemm
FAIL,secondary,,V100 staged,0.0,,0.0,draml2q_util_avg,SHOC,gemm
FAIL,secondary,,V100 staged,0.0,,0.0,missq_wb_util_avg,SHOC,gemm
