relative_path	size_bytes	sha256
runs/P1_FIXED_SPLIT_TRITON_256_B4/canary.sqlite	651264	b34235f65fa506a93c092a1d5b39dfd0fcf403bff6e562714abb14c0be06b137
runs/P1_FIXED_SPLIT_TRITON_256_B4/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_FIXED_SPLIT_TRITON_256_B4/canary.stdout	2437	8c4777f4c100d82678ffab418403fa01f869b884f8d32168df753df53bc603b9
runs/P1_FIXED_SPLIT_TRITON_256_B4/export.stderr	8101	c15f12cf4a2f9b39725f843dad2c70fcd9255501ab9863a6198b04fa830c7c12
runs/P1_FIXED_SPLIT_TRITON_256_B4/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_FIXED_SPLIT_TRITON_256_B4/formal.stdout	2156	321ea9b0e7e37fc57b8f3081b1a9a52fcee24343a7236df8508f408ee3ea8932
runs/P1_FIXED_SPLIT_TRITON_256_B4/target_output.pt	3002	afbd3731ca7e34e701229c619747599123bda70c4aff128a7089d49288111876
runs/P1_PADDED_B4_FLASH_SDPA_B1/canary.nsys-rep	215174	a1f2021b9503d00f70eea7a26210a990c2dc2393dab2e4f6554eadab441e66c7
runs/P1_PADDED_B4_FLASH_SDPA_B1/canary.stderr	4013	35c86acc0dfe5d4733d274a3b75e85517b25ab948e87d31bf99c5155d36af9ef
runs/P1_PADDED_B4_FLASH_SDPA_B1/canary.stdout	759	d1ad22f692bc3a9094d18a92b3010447ce02aa126644eb145546ae867ce0b7c8
runs/P1_PADDED_B4_FLASH_SDPA_B1/runner_error.txt	26	8191917556fac672cadbbb2e54fed4ad2a3e2393d391b7fea4ad16e2a3b27735
runs/P1_PADDED_B4_FLASH_SDPA_B1/target_output.pt	3002	2f15bb0283e6f6bf427a4fecb1b8c618f7978c76077303941a81e45d1b3aa9c3
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/canary.nsys-rep	152169	4b1042c5cb7c15b2c4382d90d942207e33d46bbf7a765c177eea8735b6c3427c
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/canary.sqlite	700416	c66d084e53a1f5991486593e27e6c5253a90bb2e578afe5268c6d6e4a29a6f5d
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/canary.stdout	1795	2f4b2992f4589a07c9ac429b185eb5c9d4b5f065c41b94bb27d5427b2bd62967
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/export.stderr	8101	6db22a619793f51ee7a1bedc31ddeb57a5cd39f7105c547e903472ac838ed21e
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/formal.stdout	1371	c07597151313ea6ba8574f5998b481ec6fe972fb68f0e0d3d0b8afdb5ec71e8f
runs/P1_PADDED_B4_FLASH_SDPA_B1_R1/target_output.pt	3002	2f15bb0283e6f6bf427a4fecb1b8c618f7978c76077303941a81e45d1b3aa9c3
runs/P1_PADDED_B4_FLASH_SDPA_B4/canary.nsys-rep	112545	f174192bbdb9092af88e82e4a8ced562a7316b3dbc55c85f323433daaf148f4d
runs/P1_PADDED_B4_FLASH_SDPA_B4/canary.sqlite	602112	c7bdf5bdb67a501340637e4babe62e44a4ff681ab52e78928e3abce5d81874bc
runs/P1_PADDED_B4_FLASH_SDPA_B4/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_PADDED_B4_FLASH_SDPA_B4/canary.stdout	1898	8945dd3812a3c59b16b5140577884f70fa60d227439a76e8ccbc56a289290779
runs/P1_PADDED_B4_FLASH_SDPA_B4/export.stderr	8101	8d5f763693fb091c9a78d672176542763cb0eed56ed13f9ed86fa19a692f2557
runs/P1_PADDED_B4_FLASH_SDPA_B4/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_PADDED_B4_FLASH_SDPA_B4/formal.stdout	1369	4ec05d030ed99cc86a463f3a3f1a28f3a55f32bd92332a3f2f9b93c23c538824
runs/P1_PADDED_B4_FLASH_SDPA_B4/target_output.pt	3002	2f15bb0283e6f6bf427a4fecb1b8c618f7978c76077303941a81e45d1b3aa9c3
runs/P1_STOCK_FLASH_SDPA_B1/canary.nsys-rep	150449	3e51c9b5d8ee7b6155c623f8c52bb17e309915643cfa5f0a6c5ca19aa171e26f
runs/P1_STOCK_FLASH_SDPA_B1/canary.sqlite	700416	2d647c9eec3e93205e71bd35b9402cd9fbf59bf7ce420eac33c1e6e18d8d1b2d
runs/P1_STOCK_FLASH_SDPA_B1/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_STOCK_FLASH_SDPA_B1/canary.stdout	1828	a6f6a66e5d73dfcc701791f504b7f03ba5ad6a88f0a9772b108a2a58c0e4b8e0
runs/P1_STOCK_FLASH_SDPA_B1/export.stderr	8101	c44da9566f7b6e1ee323b63be4bc3360e542ccf6a03a5d97329d4b0f3738386c
runs/P1_STOCK_FLASH_SDPA_B1/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_STOCK_FLASH_SDPA_B1/formal.stdout	1367	444b7fc4773dd6613e0b909b785733b334bc087b30cf5973f9c16c641088b56b
runs/P1_STOCK_FLASH_SDPA_B1/target_output.pt	3002	1eb149a178bca77bcb5b6f75278e5e5c7b76998d4c369f1e3ec50e8237292454
runs/P1_STOCK_FLASH_SDPA_B4/canary.nsys-rep	120178	2352bc0796d66808dcfb4000b4bc4fb9d7a1d93c6f2c4630f55abf9b1eaa2f27
runs/P1_STOCK_FLASH_SDPA_B4/canary.sqlite	622592	5a164c0939bbde8b683684aac8f99c3e3d10b33efab241496150bb416e5133e0
runs/P1_STOCK_FLASH_SDPA_B4/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_STOCK_FLASH_SDPA_B4/canary.stdout	1943	dfcfe642fd047267eda6750de7977c26c5762300e14b72474d2e0761b7944d41
runs/P1_STOCK_FLASH_SDPA_B4/export.stderr	8101	144cd9b3eafc76bec34dbcef21c62d5263710962cf8d52802cabf378d1ff9f3a
runs/P1_STOCK_FLASH_SDPA_B4/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P1_STOCK_FLASH_SDPA_B4/formal.stdout	1368	eeea3ebf0448cd5a01dfec5ab01eaa42d7bdcca28ccec630667065272b09a593
runs/P1_STOCK_FLASH_SDPA_B4/target_output.pt	3002	2f15bb0283e6f6bf427a4fecb1b8c618f7978c76077303941a81e45d1b3aa9c3
runs/P2_ONLINE_EAGER_K128/canary.nsys-rep	103985	810e23f48b5a2af62b759104edde07c3905e4f025d9d7e15fd84d3e2e5abb217
runs/P2_ONLINE_EAGER_K128/canary.sqlite	569344	1a30f3b412fc5a8da4a9e7c3e8d8fc28a2db71f23250594e71e1e81032acf714
runs/P2_ONLINE_EAGER_K128/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_ONLINE_EAGER_K128/canary.stdout	10729	84519a73b54e60e32cc165f6f2915499047b25c675623cc13e79a9e16af7276e
runs/P2_ONLINE_EAGER_K128/export.stderr	8101	aade9c3cd92e3bf75b0a3b15a99726b0eeb329744cd990786509916532150c54
runs/P2_ONLINE_EAGER_K128/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_ONLINE_EAGER_K128/formal.stdout	10453	d1f0134f4ad4f40f72138f806ac39c11201e703a3306e8df45831e0bae782934
runs/P2_ONLINE_EAGER_K128/paired_indices.pt	15551	a3e06c484ff78811dff9196231409c8672bab2f0b28f74d912195fbf1cdf139d
runs/P2_ONLINE_EAGER_K128/target_output.pt	3002	fa286e07e25083382cf6e1a54b8387a764ff00797ea7d0ac2ff77b12ec4093f3
runs/P2_ONLINE_EAGER_K256/canary.nsys-rep	152612	9da9b90eef82ca87480ab9d1a2cb1512d93c56094568ec598c3d39fe0d8e168a
runs/P2_ONLINE_EAGER_K256/canary.sqlite	692224	12be28d8382971d509c3d12476e83fd7384ffe85941e96153811032d05a491fa
runs/P2_ONLINE_EAGER_K256/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_ONLINE_EAGER_K256/canary.stdout	19360	987f5fd1bc3f964ed4711537f44bca41fbfaa8de64b7704e365f5eafc24672e3
runs/P2_ONLINE_EAGER_K256/export.stderr	8101	4aa72ca799e54c46e8a3ff7001126da23d9ff48423c6095ce7cb3835367debc5
runs/P2_ONLINE_EAGER_K256/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_ONLINE_EAGER_K256/formal.stdout	19088	46f3e59d27209d733517a3110e5e657de4b5cc3fdc8e799581ed4d675728484e
runs/P2_ONLINE_EAGER_K256/paired_indices.pt	29887	eb7aceb797c0f0651a142bf6a01d8e7d387fb313f0ce796667d084d181b1d184
runs/P2_ONLINE_EAGER_K256/target_output.pt	3002	2d6356638bc559e6a374b32f76388cde2c6fa9123b20d787244ffbe4c5db5318
runs/P2_READY_INDEX_K128/canary.nsys-rep	101845	3921dd77bb5263e94969702d7e580f979b3a6424fa2f47b52e869b228704696b
runs/P2_READY_INDEX_K128/canary.sqlite	569344	bef8feef7db04522effb6bb27e6cfaf45235eb9fe4da590f6e2f9252ca0570ba
runs/P2_READY_INDEX_K128/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_READY_INDEX_K128/canary.stdout	10625	0fe72397330e5429adf520b5df445f704182ef3bb16728d43602a6477295c008
runs/P2_READY_INDEX_K128/export.stderr	8101	d661eba61702f39e94d1e1ffd561b9f771c194a8c8dda4e9713dcdadb1f09419
runs/P2_READY_INDEX_K128/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_READY_INDEX_K128/formal.stdout	10448	e076dab4f371ccd6346d6a89df51b64dcd56d78f882a6257d9bb31583dd87ea6
runs/P2_READY_INDEX_K128/target_output.pt	3002	fa286e07e25083382cf6e1a54b8387a764ff00797ea7d0ac2ff77b12ec4093f3
runs/P2_READY_INDEX_K256/canary.nsys-rep	129204	f963822d27b0851f9c38e6c0b20af51da984db9fa147abd6e4790261684e2743
runs/P2_READY_INDEX_K256/canary.sqlite	634880	a8baf71886e530b66426f2a9c1d0b7ff0b39291ffc12e79f54480b0ecb96f89c
runs/P2_READY_INDEX_K256/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_READY_INDEX_K256/canary.stdout	19208	8eff1d8f5b4269bbc465f655a41e005cb66b5584934e170d1a1dc6d0785aa824
runs/P2_READY_INDEX_K256/export.stderr	8101	7fd97a33c4bb59c4299ee686cc17227a5f5fa8ebca109173b2140911b94d6327
runs/P2_READY_INDEX_K256/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_READY_INDEX_K256/formal.stdout	19085	4f1ba20fb5b485c4c6c32e09ca07a011ef71e9e8facece265abcde024f199d11
runs/P2_READY_INDEX_K256/target_output.pt	3002	2d6356638bc559e6a374b32f76388cde2c6fa9123b20d787244ffbe4c5db5318
runs/P2_STRONG_COMPILE_FULL_K128/canary.nsys-rep	115133	7ece8e8ce8e53843954425a1556d86b3834db8453fd9806c766c2b4db10842f2
runs/P2_STRONG_COMPILE_FULL_K128/canary.stderr	11257	9df43e5dbb73505370683ca1b92e40cf377007201080d5239be43c330ecdc497
runs/P2_STRONG_COMPILE_FULL_K128/canary.stdout	813	9ebc157b3c2ce0acfa6c18b906444280ec9617015548374facdcbf65f65e6c34
runs/P2_STRONG_COMPILE_FULL_K128/runner_error.txt	26	8191917556fac672cadbbb2e54fed4ad2a3e2393d391b7fea4ad16e2a3b27735
runs/P2_STRONG_COMPILE_FULL_K256/canary.nsys-rep	117180	2c42adbe9b32615641a49e9dc9296830c3ee346c09d68dd367d7e490ebcbada6
runs/P2_STRONG_COMPILE_FULL_K256/canary.stderr	11257	9df43e5dbb73505370683ca1b92e40cf377007201080d5239be43c330ecdc497
runs/P2_STRONG_COMPILE_FULL_K256/canary.stdout	707	c7e55956193b18c8e33b9baa90e24c6e0c5398c7c97b689713b32f2ae4e68677
runs/P2_STRONG_COMPILE_FULL_K256/runner_error.txt	26	8191917556fac672cadbbb2e54fed4ad2a3e2393d391b7fea4ad16e2a3b27735
runs/P2_STRONG_CUDA_GRAPH_K128/canary.nsys-rep	113184	a03661796819fa376fa513516a5b229c2794a3459cd43b754b3ba0b7913f741e
runs/P2_STRONG_CUDA_GRAPH_K128/canary.sqlite	610304	4010f07c39975f69c0bb4ca9161538d20664087d87881ae180f87d3a88b32182
runs/P2_STRONG_CUDA_GRAPH_K128/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_STRONG_CUDA_GRAPH_K128/canary.stdout	10749	2f4293dfa9b68fb6512cb6c6cbf53553059eb1fa0dd6d9728e6ff076e24800e3
runs/P2_STRONG_CUDA_GRAPH_K128/export.stderr	8101	22048dbb571578293f8bdcd1d57aba06c5daac48a12d8059c75b0c9d7ce65a6a
runs/P2_STRONG_CUDA_GRAPH_K128/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_STRONG_CUDA_GRAPH_K128/formal.stdout	10457	6fd9daf057b0774cff18ba349c828c6f02e053f80b4e4b14ebb67299c26de0cf
runs/P2_STRONG_CUDA_GRAPH_K128/target_output.pt	3002	fa286e07e25083382cf6e1a54b8387a764ff00797ea7d0ac2ff77b12ec4093f3
runs/P2_STRONG_CUDA_GRAPH_K256/canary.nsys-rep	119254	658d92027b5420835f957a25f225a02f831980d9be7cf744aa9debee29802f85
runs/P2_STRONG_CUDA_GRAPH_K256/canary.sqlite	618496	2b2bdf68bfd146ef49ae7a667ec84d545deb0097108d8e66b67bd93707b23bf3
runs/P2_STRONG_CUDA_GRAPH_K256/canary.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_STRONG_CUDA_GRAPH_K256/canary.stdout	19279	28608522fdc18cbcc8ec78e5dd64311d2f0dc94b9bb8b23306a41be52a6ed8c7
runs/P2_STRONG_CUDA_GRAPH_K256/export.stderr	8101	1c625058b577c6e06c6d04572116cbd0e2bec6edf63fc983190ab3ef53bb4351
runs/P2_STRONG_CUDA_GRAPH_K256/formal.stderr	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runs/P2_STRONG_CUDA_GRAPH_K256/formal.stdout	19098	b431005da650b37a1e8befa5612ddebf92f5706d13123bfd945a956545e02e15
runs/P2_STRONG_CUDA_GRAPH_K256/target_output.pt	3002	2d6356638bc559e6a374b32f76388cde2c6fa9123b20d787244ffbe4c5db5318
superseded_sources/UNUSED_BOOTSTRAP_extract_llama_qkv.py	3821	755c58a76ed24151e449c39fda991cc82a64a3a10c4444373dc87b7752fd1112
