profile_id	input_kind	role	M	implementation	state	metric_name	unit	semantic_module_sum	kernel_count
TEXT_down_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	45932544.0	2
TEXT_down_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	41174624.0	2
TEXT_down_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	3461632.0	2
TEXT_down_proj_M1_AWQ_WARM	TEXT	down_proj	1	AWQ_FP16_INPUT	WARM	l1tex__t_bytes.sum	byte	45932544.0	2
TEXT_down_proj_M1_AWQ_WARM	TEXT	down_proj	1	AWQ_FP16_INPUT	WARM	lts__t_bytes.sum	byte	41208512.0	2
TEXT_down_proj_M1_AWQ_WARM	TEXT	down_proj	1	AWQ_FP16_INPUT	WARM	dram__bytes.sum	byte	57856.0	2
TEXT_down_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	down_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	271695872.0	1
TEXT_down_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	down_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	141642080.0	1
TEXT_down_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	down_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	135876992.0	1
TEXT_down_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	271695872.0	1
TEXT_down_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	141621696.0	1
TEXT_down_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	down_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	135844096.0	1
TEXT_down_proj_M1_RAW_WARM	TEXT	down_proj	1	RAW_FP16	WARM	l1tex__t_bytes.sum	byte	271695872.0	1
TEXT_down_proj_M1_RAW_WARM	TEXT	down_proj	1	RAW_FP16	WARM	lts__t_bytes.sum	byte	141611136.0	1
TEXT_down_proj_M1_RAW_WARM	TEXT	down_proj	1	RAW_FP16	WARM	dram__bytes.sum	byte	135854592.0	1
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	8967168.0	3
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	8546752.0	3
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	6775936.0	3
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	8967168.0	3
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	8546912.0	3
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	53504.0	3
TEXT_q_proj_M1_AWQ_WARM	TEXT	q_proj	1	AWQ_FP16_INPUT	WARM	l1tex__t_bytes.sum	byte	8967168.0	3
TEXT_q_proj_M1_AWQ_WARM	TEXT	q_proj	1	AWQ_FP16_INPUT	WARM	lts__t_bytes.sum	byte	8547456.0	3
TEXT_q_proj_M1_AWQ_WARM	TEXT	q_proj	1	AWQ_FP16_INPUT	WARM	dram__bytes.sum	byte	66048.0	3
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	38649856.0	1
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	26545248.0	1
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	q_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	25726976.0	1
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	38649856.0	1
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	26545280.0	1
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	q_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	25736064.0	1
TEXT_q_proj_M1_RAW_WARM	TEXT	q_proj	1	RAW_FP16	WARM	l1tex__t_bytes.sum	byte	38649856.0	1
TEXT_q_proj_M1_RAW_WARM	TEXT	q_proj	1	RAW_FP16	WARM	lts__t_bytes.sum	byte	26547904.0	1
TEXT_q_proj_M1_RAW_WARM	TEXT	q_proj	1	RAW_FP16	WARM	dram__bytes.sum	byte	25736064.0	1
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	47284224.0	2
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	41633184.0	2
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	35368192.0	2
TEXT_up_proj_M1_AWQ_DOSE64	TEXT	up_proj	1	AWQ_FP16_INPUT	DOSE64	l1tex__t_bytes.sum	byte	47284224.0	2
TEXT_up_proj_M1_AWQ_DOSE64	TEXT	up_proj	1	AWQ_FP16_INPUT	DOSE64	lts__t_bytes.sum	byte	41643360.0	2
TEXT_up_proj_M1_AWQ_DOSE64	TEXT	up_proj	1	AWQ_FP16_INPUT	DOSE64	dram__bytes.sum	byte	35575936.0	2
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	47284224.0	2
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	41862624.0	2
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	AWQ_FP16_INPUT	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	2365312.0	2
TEXT_up_proj_M1_AWQ_WARM	TEXT	up_proj	1	AWQ_FP16_INPUT	WARM	l1tex__t_bytes.sum	byte	47284224.0	2
TEXT_up_proj_M1_AWQ_WARM	TEXT	up_proj	1	AWQ_FP16_INPUT	WARM	lts__t_bytes.sum	byte	41887360.0	2
TEXT_up_proj_M1_AWQ_WARM	TEXT	up_proj	1	AWQ_FP16_INPUT	WARM	dram__bytes.sum	byte	80000.0	2
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	272187392.0	1
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	137171936.0	1
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	1	RAW_FP16	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	135826304.0	1
TEXT_up_proj_M1_RAW_DOSE64	TEXT	up_proj	1	RAW_FP16	DOSE64	l1tex__t_bytes.sum	byte	272187392.0	1
TEXT_up_proj_M1_RAW_DOSE64	TEXT	up_proj	1	RAW_FP16	DOSE64	lts__t_bytes.sum	byte	137171008.0	1
TEXT_up_proj_M1_RAW_DOSE64	TEXT	up_proj	1	RAW_FP16	DOSE64	dram__bytes.sum	byte	141033216.0	1
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	l1tex__t_bytes.sum	byte	272187392.0	1
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	lts__t_bytes.sum	byte	137193184.0	1
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	TEXT	up_proj	1	RAW_FP16	SPARSE_PAGE_PRESSURE	dram__bytes.sum	byte	135839104.0	1
TEXT_up_proj_M1_RAW_WARM	TEXT	up_proj	1	RAW_FP16	WARM	l1tex__t_bytes.sum	byte	272187392.0	1
TEXT_up_proj_M1_RAW_WARM	TEXT	up_proj	1	RAW_FP16	WARM	lts__t_bytes.sum	byte	137163552.0	1
TEXT_up_proj_M1_RAW_WARM	TEXT	up_proj	1	RAW_FP16	WARM	dram__bytes.sum	byte	135870720.0	1
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	1411252224.0	2
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	1266487424.0	2
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	AWQ_FP16_INPUT	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	162525568.0	2
TEXT_up_proj_M256_AWQ_WARM	TEXT	up_proj	256	AWQ_FP16_INPUT	WARM	l1tex__t_bytes.sum	byte	1411252224.0	2
TEXT_up_proj_M256_AWQ_WARM	TEXT	up_proj	256	AWQ_FP16_INPUT	WARM	lts__t_bytes.sum	byte	1266025024.0	2
TEXT_up_proj_M256_AWQ_WARM	TEXT	up_proj	256	AWQ_FP16_INPUT	WARM	dram__bytes.sum	byte	177492608.0	2
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	RAW_FP16	DENSE_MEMORY_PRESSURE	l1tex__t_bytes.sum	byte	417071104.0	1
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	RAW_FP16	DENSE_MEMORY_PRESSURE	lts__t_bytes.sum	byte	417822816.0	1
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	TEXT	up_proj	256	RAW_FP16	DENSE_MEMORY_PRESSURE	dram__bytes.sum	byte	152756096.0	1
TEXT_up_proj_M256_RAW_WARM	TEXT	up_proj	256	RAW_FP16	WARM	l1tex__t_bytes.sum	byte	417071104.0	1
TEXT_up_proj_M256_RAW_WARM	TEXT	up_proj	256	RAW_FP16	WARM	lts__t_bytes.sum	byte	417723392.0	1
TEXT_up_proj_M256_RAW_WARM	TEXT	up_proj	256	RAW_FP16	WARM	dram__bytes.sum	byte	156568960.0	1
