layer_id	semantic_role	raw_bf16_shape	raw_bf16_bytes	awq_qweight_shape	awq_qzero_scale_shape	one_to_one
1	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
2	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
3	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
4	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
5	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
6	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
7	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
8	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
9	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
10	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
11	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
12	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
13	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
14	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
15	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
16	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	q_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	k_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	v_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	o_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	gate_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	up_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
17	down_proj	PENDING_CANONICAL_RAW_METADATA	PENDING	PENDING_CANONICAL_AWQ_METADATA	PENDING_CANONICAL_AWQ_METADATA	UNRESOLVED_UNTIL_AWQ_ANCHOR_PROVEN
