target	run_id	static_index	occurrence	execution_status	warp_records	active_lane_address_events	access_kind	width_classification	start_unique_exact_va	start_unique_4k_pages	start_unique_128b_lines	width_exact_event_count	width_unknown_event_count	exact_width_subset_touched_4k_pages	exact_width_subset_touched_128b_lines	object_attribution	footprint_semantics
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4145	0	EXECUTED_SHARD	896	28672	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	28672	112	3584	28672	0	112	3584	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4192	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4195	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4199	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4203	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4207	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4211	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4217	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4226	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4230	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4232	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4234	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4236	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4237	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4241	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4243	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4246	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	29	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	30	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	550	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	551	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	610	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	611	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	614	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	621	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	679	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	800	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_UNKNOWN	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	885	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	891	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1003	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1007	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1019	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1023	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1137	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1141	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1157	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1161	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1275	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1279	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1295	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1299	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1413	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1417	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1433	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1437	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1551	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1555	0	ZERO_EXECUTION_PROVEN	0	0	WRITE	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1571	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1575	0	ZERO_EXECUTION_PROVEN	0	0	READ	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	0	0	0	0	0	0	0	UNKNOWN_RUNTIME	FORMAL_PER_SHARD_START_ADDRESS_BUCKETS;EXACT_WIDTH_SUBSET_TOUCHED_BUCKETS_ONLY
