target	run_id	static_index	execution_status	active_lane_address_events	static_map_sha256	static_row_sha256	opcode	sass	width_classification	width_bytes	evidence
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4140	EXECUTED_SHARD	28672	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	8e54ab87da3b0662c653f0462b89262bd12cfe81d19e3a0c33f14bb7e3fc37cb	STG.E.128	STG.E.128 [R2.64], R12 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4143	EXECUTED_SHARD	28672	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	12bd98a524fb8f076dc7c18c9bd97a032b11c26637eb14f76e254204611ef78a	STG.E.128	STG.E.128 [R46.64], R8 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4145	EXECUTED_SHARD	28672	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	338baff5a31921047b3da288d195365edb86ae994576d85d19d989720fa5cf47	STG.E.128	STG.E.128 [R48.64], R4 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4192	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	1d2bd52a2cdf09c9195a8fbd4b5f2083064381299da05d3d426bba92de08bce4	STG.E.128	STG.E.128 [R6.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4195	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	ec0f1296d2f48a3bc7fc10cf964741ec55312ffec32460073cdb7d87408302ec	STG.E.128	STG.E.128 [R4.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4199	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	4b5b97568968b72eb0ba225191a900e5b8411c15760c9ddb317f833fdbd1bc7a	STG.E.128	STG.E.128 [R12.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4203	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	0509989a0e564ace568a9e43b936f04850ed59357efc12972f8aa67fb2332fce	STG.E.128	STG.E.128 [R16.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4207	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	8cc513b8e8a9d991e18012f8201035d5a1cae6d893ba94bb7db86d7d513b558c	STG.E.128	STG.E.128 [R14.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4211	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	68c1967cde1a01cfc7238547e48d9b63ddcf32a301411150d2822c1b0d09d5b9	STG.E.128	STG.E.128 [R20.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4217	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	87d52c709457bba7f06d6f26ef806e8f33b148e3d56cc4c1f252e91c69985f54	STG.E.128	STG.E.128 [R22.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4226	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	f41ebab2fad687bd1c2021bf8f478e528c8f43ed12271cd723dfed348b56e628	STG.E.128	STG.E.128 [R18.64], RZ ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4230	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	110187502edee4b389113b05308359f427920fd658140f5692e71ce73b4fd8c8	STG.E	@!P4 STG.E [R10.64+0x80], R17 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4232	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	9fee908778808dd5c275e34812a55a23a8679f7b9b23820da4d76e2472be8f42	STG.E	@!P5 STG.E [R10.64+0x40], R27 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4234	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	ef7f2705daaa2a049c8af05d757cdd38678fd45796063b9bff02409a47f78dd7	STG.E	@!P3 STG.E [R10.64+0xc0], R13 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4236	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	cf2cd25ab44883f01dd2384a3df613db50f414b359f523593654f995b53e80c9	STG.E	@!P1 STG.E [R10.64+0x140], R7 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4237	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	ca4d5dd99ca672865eb9edb7e5d74fdec2bd795ba2de9596675cb4e8dab3efb4	STG.E	@!P0 STG.E [R10.64], R25 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4241	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	b0bded62433e9d3fb514b5a809ffa0ea2009a710d1a93c75e4bb7db4872540e7	STG.E	@!P2 STG.E [R10.64+0x100], R9 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4243	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	3080a9d450d49448641b6d9458950105ae80926429a7d4c66c3b7756eabc2afd	STG.E	@!P0 STG.E [R10.64+0x180], R5 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_ATTN	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_attention-core-v2_20260915T013537Z_820eda91c057	4246	ZERO_EXECUTION_PROVEN	0	3e8ed36aa257ceb0c0eafe6e78ca6877ab1e4ba08e359269e1e03e3f30a1d47b	ac5f3ee17c2429a6cc466ccb327e7e8a2cb3234577b32fe2bf330eb38696f09f	STG.E	STG.E [R10.64+0x1c0], R3 ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	29	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	7c4e3a5ecfd7c4f9233794ccdb4eb0f6ce5b3aa5f309ecc62a9d3d827d098539	LDG.E.64	LDG.E.64 R4, [R4] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	30	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	18a60344a785ead8c78cc177cdd283317b0c28c9588a72a8d333a380bbdf8835	LDG.E.64	LDG.E.64 R2, [R2] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	550	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	42a74fc446f8e9be972029b9931d0b3dd0980ee8d65aba85bade1e009ada1547	LDG.E	@P1 LDG.E R2, [R132] ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	551	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	a7b906693bd1cf95886b7615dcef77593f0ade388471742d946c7e53a57ef7dd	LDG.E	@P0 LDG.E R156, [R156] ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	610	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	c744e1497df7a2a367f72b15d3e761d7c922d853598c96ffeb3bb84e2bedb624	LDG.E.64	LDG.E.64 R134, [R134] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	611	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	f261ff05424250d35ce910e3457f90a839b14cf44e5f1f54410b7fa365a7cdfe	LDG.E.64	LDG.E.64 R188, [R188] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	614	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	bc0da871b76e0d9e0c59658a8d74eaa91370a7b5ccdd9aeca77c6cf11fc131e5	LDG.E.64	@P1 LDG.E.64 R186, [R146] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	621	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	c01be5638b0a110fee47e201c5d2b3b2111313b3b7cea3f44ce8b270433982ed	LDG.E.64	LDG.E.64 R132, [R132] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	8	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	679	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	5732d25401552f78f996c64d37fb89263a7064c81294abb0166dcaa7ef0483ef	LDG.E.STRONG.GPU	@!P0 LDG.E.STRONG.GPU R142, [R158] ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	800	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	4f4e8b6ac8a33d27beb243bc41bf5dac10d134f994c4f576c3cee7687d7cc34f	LDG.E.STRONG.GPU	LDG.E.STRONG.GPU R142, [R158] ;	WIDTH_UNKNOWN		C16WARP1_HAS_NO_WIDTH_AND_STATIC_SASS_HAS_NO_VALIDATED_EXPLICIT_WIDTH
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	885	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	c8c6502b481923c5ae9eb8e3e71604ec06ba7f575b223d7561fb0c56eb1eab1a	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R136, [R190] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	891	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	9a013322ee3b5f122600cde46f43d63d92dc7cd6ed5a6a5b4a899e355edc9902	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R132, [R190+0x100] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1003	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	fbc60e92634c4817896d052b45acbd2f8d4f3d53836770bce8fb9bbc33fe6140	STG.E.128	@P0 STG.E.128 [R188], R144 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1007	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	3da7af808afd1e53617bd4297d1291d2a2d996ed8d282e85cc259e979e86ae82	STG.E.128	@P0 STG.E.128 [R4+0x100], R140 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1019	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	fc806c4ac3a84bd58a13dcc971322eb1dbede6caf3de5f97304935b075d66250	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R136, [R20] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1023	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	78610b4884d9c3f141e32967dc2bdf9eea34350be50bc76d1356b20db74d8d8f	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R132, [R4+0x100] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1137	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	0fb7aca9abde2c13a127a2eb71de8c1368f8ffa5cd34181e81664fa3ce9d80f8	STG.E.128	@P0 STG.E.128 [R14], R8 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1141	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	304e7fb27da3e5317b07ac81aace61ee6717eef4f155a09c76f3b1e3a805400c	STG.E.128	@P0 STG.E.128 [R8+0x100], R4 ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1157	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	2237c6a1f50619d9d78d9d357ffa0b34d8d5c5fbe9f661c58ac41d2ba92d82f7	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R136, [R20] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
Q05_GEMM	C16R_qwen25-05b_s2-text_prefill_nvbit-warp-mref-shard_gemm-heavy-v2_20260915T015202Z_1bf75d41aa29	1161	ZERO_EXECUTION_PROVEN	0	7fd8e51b9bb02d27095100ec06b173219af354610e551664037e260998f1edb9	eb806bf89d7ab1105a48ce272ede9aa94c391852a0b50cefef40c1b2ad545465	LDG.E.LTC128B.128	@P0 LDG.E.LTC128B.128 R132, [R4+0x100] ;	WIDTH_EXACT_FROM_VALIDATED_STATIC_DECODER	16	EXACT_SASS_MNEMONIC_EQUALS_STATIC_OPCODE
