condition	set_name	decode_index	median_ms	min_ms	max_ms	cv	samples_ms
FAIR_DOWN28	DOWN28	3	13.940735816955566	13.859840393066406	14.134271621704102	0.007189702422011863	[13.87724781036377, 14.134271621704102, 13.859840393066406, 14.032896041870117, 13.940735816955566, 13.89577579498291, 14.0830717086792]
CONTROL_GU56	GU56	0	29.54230308532715	29.339935302734375	29.633535385131836	0.00290965203543827	[29.543424606323242, 29.54230308532715, 29.542400360107422, 29.445119857788086, 29.502464294433594, 29.339935302734375, 29.633535385131836]
CONTROL_GU56	GU56	1	14.745887756347656	14.600192070007324	14.914560317993164	0.006359473755702647	[14.914560317993164, 14.600192070007324, 14.80396842956543, 14.745887756347656, 14.67084789276123, 14.727168083190918, 14.798848152160645]
CONTROL_GU56	GU56	2	14.27353572845459	14.180352210998535	15.746047973632812	0.03589381622653274	[14.517248153686523, 14.180352210998535, 14.27660846710205, 15.746047973632812, 14.27353572845459, 14.224384307861328, 14.249343872070312]
CONTROL_GU56	GU56	3	14.278656005859375	14.09654426574707	14.426431655883789	0.006782007421107448	[14.370816230773926, 14.09654426574707, 14.286911964416504, 14.426431655883789, 14.278656005859375, 14.244864463806152, 14.248000144958496]
FAIR_GU56	GU56	0	29.453311920166016	29.28553581237793	29.99465560913086	0.007357447909761828	[29.571487426757812, 29.39449691772461, 29.375072479248047, 29.59974479675293, 29.453311920166016, 29.28553581237793, 29.99465560913086]
FAIR_GU56	GU56	1	14.728192329406738	14.641152381896973	14.935040473937988	0.007113299765816922	[14.728192329406738, 14.652416229248047, 14.718976020812988, 14.828543663024902, 14.8787202835083, 14.641152381896973, 14.935040473937988]
FAIR_GU56	GU56	2	14.416895866394043	14.367744445800781	14.511103630065918	0.002901190647973133	[14.426112174987793, 14.416895866394043, 14.38924789428711, 14.432255744934082, 14.409728050231934, 14.367744445800781, 14.511103630065918]
FAIR_GU56	GU56	3	14.35647964477539	14.229920387268066	14.476608276367188	0.005167975304934637	[14.229920387268066, 14.35647964477539, 14.395711898803711, 14.317567825317383, 14.369791984558105, 14.28275203704834, 14.476608276367188]
CONTROL_GD56	GD56	0	29.505535125732422	29.387008666992188	30.051328659057617	0.006928604044457365	[29.608959197998047, 29.505535125732422, 29.57721519470215, 29.467456817626953, 29.455263137817383, 30.051328659057617, 29.387008666992188]
CONTROL_GD56	GD56	1	14.837759971618652	14.621696472167969	14.993408203125	0.007617583232850605	[14.621696472167969, 14.801919937133789, 14.745599746704102, 14.837759971618652, 14.856191635131836, 14.993408203125, 14.932991981506348]
CONTROL_GD56	GD56	2	14.342144012451172	14.202879905700684	14.452735900878906	0.0051304990008186275	[14.202879905700684, 14.334976196289062, 14.30246353149414, 14.452735900878906, 14.342144012451172, 14.405632019042969, 14.367744445800781]
CONTROL_GD56	GD56	3	14.297087669372559	14.202879905700684	14.422016143798828	0.005284810501673997	[14.202879905700684, 14.2991361618042, 14.219264030456543, 14.391551971435547, 14.272512435913086, 14.422016143798828, 14.297087669372559]
FAIR_GD56	GD56	0	29.502368927001953	29.40399932861328	29.670400619506836	0.003082791328099576	[29.670400619506836, 29.58745574951172, 29.44598388671875, 29.55571174621582, 29.502368927001953, 29.41644859313965, 29.40399932861328]
FAIR_GD56	GD56	1	14.77939224243164	14.6810884475708	14.938112258911133	0.00562718902502656	[14.705663681030273, 14.6810884475708, 14.800895690917969, 14.716927528381348, 14.938112258911133, 14.77939224243164, 14.840831756591797]
FAIR_GD56	GD56	2	14.327808380126953	14.18342399597168	14.543871879577637	0.008604905426766358	[14.18342399597168, 14.204928398132324, 14.327808380126953, 14.20304012298584, 14.543871879577637, 14.419967651367188, 14.343168258666992]
FAIR_GD56	GD56	3	14.27660846710205	14.19161605834961	14.470175743103027	0.006090886793567044	[14.19161605834961, 14.201855659484863, 14.33523178100586, 14.27660846710205, 14.470175743103027, 14.260224342346191, 14.292160034179688]
CONTROL_UD56	UD56	0	29.63747215270996	29.3939208984375	29.863935470581055	0.004753606395403265	[29.863935470581055, 29.3939208984375, 29.542400360107422, 29.640703201293945, 29.72947120666504, 29.63747215270996, 29.5229434967041]
CONTROL_UD56	UD56	1	14.90227222442627	14.685567855834961	15.010815620422363	0.008271964110958383	[14.90227222442627, 14.743552207946777, 14.729215621948242, 15.010815620422363, 14.97599983215332, 14.942208290100098, 14.685567855834961]
CONTROL_UD56	UD56	2	14.48755168914795	14.239744186401367	14.630911827087402	0.010449478696486427	[14.630911827087402, 14.346240043640137, 14.332927703857422, 14.617600440979004, 14.627840042114258, 14.48755168914795, 14.239744186401367]
CONTROL_UD56	UD56	3	14.394368171691895	14.294015884399414	14.545920372009277	0.0066007878444931225	[14.47219181060791, 14.2991361618042, 14.325759887695312, 14.545920372009277, 14.499839782714844, 14.394368171691895, 14.294015884399414]
FAIR_UD56	UD56	0	29.615936279296875	29.488832473754883	29.77996826171875	0.0032659791373583847	[29.713407516479492, 29.77996826171875, 29.57427215576172, 29.672447204589844, 29.523744583129883, 29.488832473754883, 29.615936279296875]
FAIR_UD56	UD56	1	14.870528221130371	14.76915168762207	15.079423904418945	0.006116868452883652	[15.079423904418945, 14.938112258911133, 14.861311912536621, 14.870528221130371, 14.829567909240723, 14.76915168762207, 14.914560317993164]
FAIR_UD56	UD56	2	14.47321605682373	14.315520286560059	14.76095962524414	0.009449011693101639	[14.58176040649414, 14.76095962524414, 14.425087928771973, 14.396415710449219, 14.47321605682373, 14.315520286560059, 14.575615882873535]
FAIR_UD56	UD56	3	14.410752296447754	14.319808006286621	14.613504409790039	0.00577907206326699	[14.410752296447754, 14.613504409790039, 14.411775588989258, 14.393343925476074, 14.437376022338867, 14.319808006286621, 14.401535987854004]
CONTROL_GUD84	GUD84	0	29.857120513916016	29.695999145507812	29.928447723388672	0.0025518151381064627	[29.695999145507812, 29.928287506103516, 29.853696823120117, 29.88662338256836, 29.793312072753906, 29.928447723388672, 29.857120513916016]
CONTROL_GUD84	GUD84	1	15.197183609008789	15.027199745178223	15.354880332946777	0.006900438298687558	[15.027199745178223, 15.248384475708008, 15.102975845336914, 15.197183609008789, 15.240192413330078, 15.354880332946777, 15.088640213012695]
CONTROL_GUD84	GUD84	2	14.782464027404785	14.657535552978516	14.853119850158691	0.004797069737982573	[14.657535552978516, 14.816255569458008, 14.68518352508545, 14.853119850158691, 14.782464027404785, 14.839808464050293, 14.734335899353027]
CONTROL_GUD84	GUD84	3	14.639103889465332	14.554112434387207	14.750720024108887	0.004236257494080502	[14.639103889465332, 14.750720024108887, 14.674943923950195, 14.632960319519043, 14.554112434387207, 14.56332778930664, 14.652416229248047]
FAIR_GUD84	GUD84	0	29.97452735900879	29.919071197509766	30.115392684936523	0.00269274663520376	[29.919071197509766, 30.088768005371094, 29.97452735900879, 30.115392684936523, 30.1046085357666, 29.924095153808594, 29.95916748046875]
FAIR_GUD84	GUD84	1	15.147007942199707	15.026176452636719	15.319040298461914	0.005915690108363139	[15.026176452636719, 15.267904281616211, 15.119359970092773, 15.167488098144531, 15.319040298461914, 15.141887664794922, 15.147007942199707]
FAIR_GUD84	GUD84	2	14.685471534729004	14.614591598510742	14.78656005859375	0.0033861267222394403	[14.614591598510742, 14.720000267028809, 14.685471534729004, 14.657535552978516, 14.78656005859375, 14.710783958435059, 14.684160232543945]
FAIR_GUD84	GUD84	3	14.665727615356445	14.384480476379395	14.816255569458008	0.00856252748804973	[14.587936401367188, 14.724096298217773, 14.665727615356445, 14.631936073303223, 14.816255569458008, 14.697471618652344, 14.384480476379395]
