kind	id	path_or_authority	sha256	evidence_class
accepted_evidence	WITHIN_MODEL_VALIDATION	b2762f0cf6112018de37d78624b69adce08893aa		ACCEPTED_COMMIT
binary	PRIVATE_BINARY	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/bin/unified_accel-sim.out	fa4346fcb4b4bddcf493606b7ce3e87ccd3e6241c26258f62c2c0cb79d4cda47	PROVENANCE
build_log	PRIVATE_BUILD	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/unified_build.log	9ea8ab9a75f03ff9a64c5455e2f06f80bbcb3a2751ab51eac4279571de0af695	BUILD
source_patch	CANDIDATE_CORE	/root/workspace/accel-sim-framework-awma-c1-nonblocking-opportunistic-sharing-v1/docs/vm_tlb/review_packs/AWMA_C1_NONBLOCKING_OPPORTUNISTIC_SHARING_V1/CANDIDATE_CORE.patch	81b2b6c0d2f0e30d50b46ca66ab010910c289f1afbb4da7e3f17bc93e4ccdac6	PROVENANCE
runner	DEVELOPMENT_RUNNER	/root/workspace/accel-sim-framework-awma-c1-nonblocking-opportunistic-sharing-v1/util/vm_tlb/awma/run_c1_nonblocking_opportunistic_sharing.py	fbcbc23fdda1098e6d19ea0c60d07a3d4ab8b769ece5c523bb58cbd0932a789b	PROVENANCE
builder	REVIEW_BUILDER	/root/workspace/accel-sim-framework-awma-c1-nonblocking-opportunistic-sharing-v1/util/vm_tlb/awma/build_c1_nonblocking_opportunistic_review.py	63d5237b9a7521b3fb0a543e4578355bd24b3d741e56ce3fa8f728837ab684df	PROVENANCE
test_source	DIRECTED_TEST	/root/workspace/accel-sim-framework-awma-c1-nonblocking-opportunistic-sharing-v1/util/vm_tlb/awma/awma_c1_nonblocking_opportunistic_test.cc	742d8543e1971a043b175d218bd3e3d39f5f5a8144609f72ee3e841d1839a793	PROVENANCE
test_log	DIRECTED_TEST	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/awma_c1_nonblocking_opportunistic_test.log	87df4f9010e7825b8256e8e2a9d107c1171b342db3ded17037a0615e6aa8f7ad	VERIFIED_RUN
test_log	PATCH_DRY_RUN	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/candidate_core_patch_dry_run.log	281ef67c17fb33d1ed7881d219aae35998b77016700dd2fe832aab0175213e46	VERIFIED_RUN
test_log	awma_literature_mechanism_test:none	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/awma_literature_mechanism_test_none.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	awma_literature_mechanism_test:refill_protect	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/awma_literature_mechanism_test_refill_protect.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:none	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_none.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:refill_protect	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_m3_g3_4b_tlb_timing_test_refill_protect.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:none	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_m2_rf_pending_retry_test_none.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:refill_protect	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_m2_rf_pending_retry_test_refill_protect.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:none	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_c10b_runtime_validation_test_none.log	fadb485d2ab333f8a033e30cb5063d40cd06b937564b59195222ebac8b00b750	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:refill_protect	/root/awma_c1_nonblocking_opportunistic_sharing_v1_runtime/tests/vm_c10b_runtime_validation_test_refill_protect.log	fadb485d2ab333f8a033e30cb5063d40cd06b937564b59195222ebac8b00b750	VERIFIED_RUN
