target_id	run_id	terminal	raw_sha256	traceg_sha256	node164_path
DECODE_FLASH_PRIMARY_1_STEP32_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ0_20260918T213506Z_2a78259b401b	ROUTEB_TERMINAL_COMPLETE kernel=33660 device_reported=1345332 receiver_accepted=1345332 raw_records=1345332 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP32_OCC0/formal_20260918T212931Z/raw/kernel-33660-ctx_0x559d9c78b7f0.trace.xz	a315445e0019b5536f0fdd31b1fbb811faefb87e3d7765a3c9102838d5a5432d	80377c44002e042a2988007fdabc95fea1a97209dd6a8a810475ecca4301eae2	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ0_20260918T213506Z_2a78259b401b
DECODE_FLASH_PRIMARY_1_STEP32_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ23_20260918T215651Z_23f7dd569a44	ROUTEB_TERMINAL_COMPLETE kernel=34649 device_reported=1338285 receiver_accepted=1338285 raw_records=1338285 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP32_OCC23/formal_20260918T215116Z/raw/kernel-34649-ctx_0x605b9d5e6920.trace.xz	31cf625d30ae4e7e5811f070ab95e864db9dfc786a51188ed4b4caf25ca982ab	d36fc634894169b2567ba385e26fd530a2a2f26f515eb3279d7322d8325694f9	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ23_20260918T215651Z_23f7dd569a44
DECODE_FLASH_PRIMARY_1_STEP32_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ8_20260918T214559Z_9598fae02f1c	ROUTEB_TERMINAL_COMPLETE kernel=34004 device_reported=1338199 receiver_accepted=1338199 raw_records=1338199 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP32_OCC8/formal_20260918T214023Z/raw/kernel-34004-ctx_0x5cfeadebbd90.trace.xz	5105f9d0738c0d73629b8de0ac2fc51b2b8a7f0ecb8ffc2d40f111216491d2a3	870a8ae11c48316f93ebd27727119ba3d7c823390ce8e651bd838d7e9d802dc0	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ8_20260918T214559Z_9598fae02f1c
DECODE_FLASH_PRIMARY_1_STEP4	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step4_20260918T173233Z_2a72a7c2ac3c	ROUTEB_TERMINAL_COMPLETE kernel=4907 device_reported=1338680 receiver_accepted=1338680 raw_records=1338680 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP4/formal_20260918T171628Z/raw/kernel-4907-ctx_0x608643abdb60.trace.xz	1f1036faabc58ff24e14f17374621dfb91ef564895c01a0e5ecf1fe5f221e80d	c6ee4b1a747b60ac24da3842ddf6162ec8176c24f25041436c51aa5d5b39b51a	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step4_20260918T173233Z_2a72a7c2ac3c
DECODE_FLASH_PRIMARY_1_STEP8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8_20260918T174617Z_dfb5c935b07a	ROUTEB_TERMINAL_COMPLETE kernel=9119 device_reported=1338170 receiver_accepted=1338170 raw_records=1338170 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP8/formal_20260918T174042Z/raw/kernel-9119-ctx_0x5b2cd9c25560.trace.xz	95e8377f367435fddfcb092e3cf5bc5ceeeb2f4fe8f4efa842a2f555f4f34543	57f9a907f0cfd9eb1d460ed4c240e2d3321e7dc42e3943bb96eb9f5b62bb6a35	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8_20260918T174617Z_dfb5c935b07a
DECODE_FLASH_PRIMARY_1_STEP8_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ0_20260918T195708Z_3e5ef8c60d91	ROUTEB_TERMINAL_COMPLETE kernel=8388 device_reported=1345416 receiver_accepted=1345416 raw_records=1345416 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP8_OCC0/formal_20260918T195133Z/raw/kernel-8388-ctx_0x63b8ab3f0db0.trace.xz	a2a54a1322b940c36cc8abd812075a74d2f3a8537d534c3d34d1d92440064d20	d0f5de8b1e38cba3470e8eac6ca25981fdd018cc03b837b7ceb0c663ad9efb31	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ0_20260918T195708Z_3e5ef8c60d91
DECODE_FLASH_PRIMARY_1_STEP8_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ23_20260918T201857Z_b18810513873	ROUTEB_TERMINAL_COMPLETE kernel=9377 device_reported=1338932 receiver_accepted=1338932 raw_records=1338932 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP8_OCC23/formal_20260918T201320Z/raw/kernel-9377-ctx_0x56658fd4b310.trace.xz	4d26e26e7d42295d41ae006043fe3131337244fa88797fa3e251138c19e08404	c36e8846344414035299d4fee1a5b3197ba2f344a40e2b35d9dcc21adb4b0287	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ23_20260918T201857Z_b18810513873
DECODE_FLASH_PRIMARY_1_STEP8_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ8_20260918T200803Z_2c830f8f1ab7	ROUTEB_TERMINAL_COMPLETE kernel=8732 device_reported=1338355 receiver_accepted=1338355 raw_records=1338355 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_1_STEP8_OCC8/formal_20260918T200229Z/raw/kernel-8732-ctx_0x578c9a86cb60.trace.xz	957939d2599b8a6f10602ff1ebe93835369c4b4ece73c46d9ef0d415811c2486	612189ae19dc3c03f4255755079152be09a9ddcee95aac7a48ba9579d1c04e73	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ8_20260918T200803Z_2c830f8f1ab7
DECODE_FLASH_PRIMARY_2_STEP16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16_20260918T185037Z_0d352ffacee3	ROUTEB_TERMINAL_COMPLETE kernel=16813 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP16/formal_20260918T184517Z/raw/kernel-16813-ctx_0x5c9946e7f280.trace.xz	b0e416bab2d176d0f094f8bc9aa059ad8e1332f178db2d17995e7d58793e3fec	d153db1548517f24eebd80c1a5dc48785ab28ace173b2937dd4f7b4a7005dcb9	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16_20260918T185037Z_0d352ffacee3
DECODE_FLASH_PRIMARY_2_STEP16_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ16_20260918T232058Z_3aa470b630b4	ROUTEB_TERMINAL_COMPLETE kernel=17501 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP16_OCC16/formal_20260918T231543Z/raw/kernel-17501-ctx_0x5e60ec26d4a0.trace.xz	8f8adf3a8b1c7a5e2ae78486449fbddd00afe4749562e664931d26b777f2e200	16a2e0ffc6912920bac867031c83e39d445e887106f66b97bb4901c37263023a	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ16_20260918T232058Z_3aa470b630b4
DECODE_FLASH_PRIMARY_2_STEP16_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ23_20260918T233132Z_d53e5cf1ed31	ROUTEB_TERMINAL_COMPLETE kernel=17802 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP16_OCC23/formal_20260918T232616Z/raw/kernel-17802-ctx_0x5e19730e5920.trace.xz	33596a660a3b5b3c185b60aa74a579965cf36a0b73a6ab89190876279b1f5b8c	e624a2aff93a6826c73c27dd36d7a257d14c6110d1755b1acbf8c1597f1aa83b	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ23_20260918T233132Z_d53e5cf1ed31
DECODE_FLASH_PRIMARY_2_STEP16_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ8_20260918T231027Z_d451db6f7d1e	ROUTEB_TERMINAL_COMPLETE kernel=17157 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP16_OCC8/formal_20260918T230511Z/raw/kernel-17157-ctx_0x6415206c9290.trace.xz	55dc8bdf2c910c5e0353f18c5113dbd103a57f445212f2a9eaf9cfd75279667c	d4934e56119c2795baf6043f3e67fcabcdfd193396cd6121506b7b63f740f48a	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ8_20260918T231027Z_d451db6f7d1e
DECODE_FLASH_PRIMARY_2_STEP1_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ16_20260918T221751Z_f4e3d066d454	ROUTEB_TERMINAL_COMPLETE kernel=1706 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP1_OCC16/formal_20260918T221235Z/raw/kernel-1706-ctx_0x5d067733b7f0.trace.xz	d9022293b312dec0b6ac8ebcdd8fc7171acf1bfac53bae03412b415439cb178f	f4b1b9b66ab97dbd0bb541bd7f120d17b9f83ea094a38f56413b562133d13c56	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ16_20260918T221751Z_f4e3d066d454
DECODE_FLASH_PRIMARY_2_STEP1_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ23_20260918T222820Z_f117bd08a36b	ROUTEB_TERMINAL_COMPLETE kernel=2007 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP1_OCC23/formal_20260918T222305Z/raw/kernel-2007-ctx_0x5cab1421e460.trace.xz	642ea1dc36640be704e6cf195f648550926719d17e7d964d55326c4c95f16621	74ea3706a80c61772603fb79389776181a983961597f6e03b563005cf48723ad	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ23_20260918T222820Z_f117bd08a36b
DECODE_FLASH_PRIMARY_2_STEP1_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ8_20260918T220719Z_3f8d030dfd0e	ROUTEB_TERMINAL_COMPLETE kernel=1362 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP1_OCC8/formal_20260918T220206Z/raw/kernel-1362-ctx_0x61e9bc6f16c0.trace.xz	4e91d662050e43df70881a539df5b34653304a8b71b909927aa4c9652e022cfd	4d927045ca129ecfc7c2a3b3b8fabbd0f7f5883bc2a8a0f04c313eabc2b98147	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ8_20260918T220719Z_3f8d030dfd0e
DECODE_FLASH_PRIMARY_2_STEP24	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24_20260918T190108Z_944cac17cd46	ROUTEB_TERMINAL_COMPLETE kernel=25237 device_reported=2534 receiver_accepted=2534 raw_records=2534 drop_count=0 overflow_count=0 raw=/data/c16/awma/ten_hour_v2/targets/DECODE_FLASH_PRIMARY_2_STEP24/formal_20260918T185553Z/raw/kernel-25237-ctx_0x587b27319250.trace.xz	39ef49f38d20e5996d6fb883cf4a57d1ec8e42a078d35ec01c9c41690b5209a5	1c50e71a47bd86c4feeff845dd72b5251e686b7f7f03eed468045e88b9fb71f4	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24_20260918T190108Z_944cac17cd46
