state	replicate	stride_bytes	locations	bytes	warps	steps	samples	policy	warmup_batches	thrash_bytes	cycles_per_load	overhead_cycles
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	512	2097152	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	768	3145728	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	399	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	480	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	300	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	295	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1024	4194304	1	512	50	cg	2	0	294	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	387	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	364	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	616	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	340	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	1536	6291456	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	450	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	438	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	636	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	305	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	373	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	369	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	292	0
CG_TARGETED	0	4096	2048	8388608	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	256	16777216	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
CG_TARGETED	0	65536	512	33554432	1	512	50	cg	2	0	293	0
