target_id	run_id	dynamic_records	memory_instructions	lane_addresses	pages4k	pages64k	opcode_digest	node164_path
DECODE_FLASH_PRIMARY_1_STEP32_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ8_20260918T214559Z_9598fae02f1c	1338199	156240	3479070	1848	118	FMUL:211690;FADD:130541;HMMA.16816.F32:129024;IADD3:69557;FSEL:65520;FMNMX:65520;FSETP.GEU.AND:65021;MUFU.EX2:64512;ISETP.GE.AND:56952;IMAD:38304;LDGSTS.E.BYPASS.LTC128B.128:36288;IMAD.MOV.U32:34272	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step32-occ8_20260918T214559Z_9598fae02f1c
DECODE_FLASH_PRIMARY_1_STEP8_OCC0	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ0_20260918T195708Z_3e5ef8c60d91	1345416	156240	3471006	1827	117	FMUL:212540;FADD:130966;HMMA.16816.F32:129024;IADD3:69982;FSEL:65520;FMNMX:65520;FSETP.GEU.AND:65446;MUFU.EX2:64512;ISETP.GE.AND:56952;IMAD:38304;LDGSTS.E.BYPASS.LTC128B.128:36288;IMAD.MOV.U32:34272	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ0_20260918T195708Z_3e5ef8c60d91
DECODE_FLASH_PRIMARY_1_STEP8_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ23_20260918T201857Z_b18810513873	1338932	156240	3471006	1827	117	FMUL:211776;FADD:130584;HMMA.16816.F32:129024;IADD3:69600;FSEL:65520;FMNMX:65520;FSETP.GEU.AND:65064;MUFU.EX2:64512;ISETP.GE.AND:56952;IMAD:38304;LDGSTS.E.BYPASS.LTC128B.128:36288;IMAD.MOV.U32:34272	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ23_20260918T201857Z_b18810513873
DECODE_FLASH_PRIMARY_1_STEP8_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ8_20260918T200803Z_2c830f8f1ab7	1338355	156240	3471006	1827	117	FMUL:211708;FADD:130550;HMMA.16816.F32:129024;IADD3:69566;FSEL:65520;FMNMX:65520;FSETP.GEU.AND:65030;MUFU.EX2:64512;ISETP.GE.AND:56952;IMAD:38304;LDGSTS.E.BYPASS.LTC128B.128:36288;IMAD.MOV.U32:34272	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ8_20260918T200803Z_2c830f8f1ab7
DECODE_FLASH_PRIMARY_2_STEP16_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ16_20260918T232058Z_3aa470b630b4	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ16_20260918T232058Z_3aa470b630b4
DECODE_FLASH_PRIMARY_2_STEP16_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ23_20260918T233132Z_d53e5cf1ed31	2534	188	5340	12	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ23_20260918T233132Z_d53e5cf1ed31
DECODE_FLASH_PRIMARY_2_STEP16_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ8_20260918T231027Z_d451db6f7d1e	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ8_20260918T231027Z_d451db6f7d1e
DECODE_FLASH_PRIMARY_2_STEP1_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ16_20260918T221751Z_f4e3d066d454	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ16_20260918T221751Z_f4e3d066d454
DECODE_FLASH_PRIMARY_2_STEP1_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ23_20260918T222820Z_f117bd08a36b	2534	188	5340	12	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ23_20260918T222820Z_f117bd08a36b
DECODE_FLASH_PRIMARY_2_STEP1_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ8_20260918T220719Z_3f8d030dfd0e	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ8_20260918T220719Z_3f8d030dfd0e
DECODE_FLASH_PRIMARY_2_STEP24_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ16_20260918T235235Z_c08f3d4f25df	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ16_20260918T235235Z_c08f3d4f25df
DECODE_FLASH_PRIMARY_2_STEP24_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ23_20260919T000311Z_f731eb1e3766	2534	188	5340	12	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ23_20260919T000311Z_f731eb1e3766
DECODE_FLASH_PRIMARY_2_STEP24_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ8_20260918T234203Z_79eb50ac93d0	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ8_20260918T234203Z_79eb50ac93d0
DECODE_FLASH_PRIMARY_2_STEP32_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ16_20260919T002414Z_0e81ba4e4fe8	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ16_20260919T002414Z_0e81ba4e4fe8
DECODE_FLASH_PRIMARY_2_STEP32_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ23_20260919T003448Z_25f8cd30c805	2534	188	5340	12	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ23_20260919T003448Z_25f8cd30c805
DECODE_FLASH_PRIMARY_2_STEP32_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ8_20260919T001339Z_b49bc2a9845f	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ8_20260919T001339Z_b49bc2a9845f
DECODE_FLASH_PRIMARY_2_STEP8_OCC16	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ16_20260918T224924Z_fc04ebc0caa3	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ16_20260918T224924Z_fc04ebc0caa3
DECODE_FLASH_PRIMARY_2_STEP8_OCC23	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ23_20260918T225955Z_6b45d203a858	2534	188	5340	12	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ23_20260918T225955Z_6b45d203a858
DECODE_FLASH_PRIMARY_2_STEP8_OCC8	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ8_20260918T223852Z_caa0f7d718e8	2534	188	5340	11	3	FFMA:404;IADD3:240;IMAD:141;BRA:86;ISETP.GE.AND:84;LDS:80;FADD:78;LDG.E.128:71;IADD3.X:71;IMAD.MOV.U32:69;MOV:67;LOP3.LUT:67	/root/share/mnt164/huangrulin/c16_ai_workload/raw/C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ8_20260918T223852Z_caa0f7d718e8
