schema	classification	wave	workload	mode	source_row_kind	physical_pool_kib	attempt_uuid	core_source_head	simulator_sha256	config_sha256	trace_list_sha256	accepted_summary_sha256	raw_run_directory
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	NEW_DIAGNOSTIC_RUN	32	889fdf05-4aeb-407d-8e15-0bd50d300275	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	cbc93d1d6809d150d8f5d7b56c37da3b9302497b32ef2639f37e050c66127e9f	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical32_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	Btree	OO	NEW_DIAGNOSTIC_RUN	48	4da530a7-bbe2-4861-94ac-457ea7a54c60	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	999f95942544a5c5dda70b83472ecea4b91c19aa34e8bc8aa8bf03077aa83535	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_btree_physical48_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	24	dc7b91e0-e3ff-4cd7-9e78-8def5cd88fa2	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	6d8ab5fa96097c3aac520e0996ef6d3d57c4098646a646b74b02e4264a014d54	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	85fc1495391e48230389327de9f2de5b567c7139924d5a865f2aae1110ef82b1	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	32	73e2b2b7-6e8b-4227-9a96-9149aa09c6ac	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	65f477f59f24dddfbd06848196425228e1c4493b1e65ed7e7239fd938a951a06	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	a03c73437f1370974d300aa3f88735900d945af3780be6476570c5b4a2f0249d	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	IO	NEW_DIAGNOSTIC_RUN	48	23830907-53c7-450f-b235-8411ad161004	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d70a7b0b9601058091b95e18cc8dcfdd0a8895f9438c87ed63f8e0f642396ec0	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	94ba5c48145bff5dc7fdfa6343cf67bf5af0ec6a391da0d4bf936fc14c965c8a	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_io
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	24	6c4355e4-f604-4e66-a481-789265b37d91	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	e716164318dd12a61c06a50e1c4b95794c8dcfdca242cf4b7121ab96f3a94b11	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	2304d5d52115d89d748ac68253146da96f43e05d08afc3835b5d2ac2de5f9ce3	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical24_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	32	fdb41baf-d7a6-41c2-9fd7-fb41dcffdcc4	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	d60177739b631e83dc6a6008425f47db53c49b1c409a54f1bedb261c837c4146	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	dae129ace006292bd8722fab22a0e20570172e744376f0ee17ca9ad2f362dedc	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical32_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D4	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	48	7d1eed9f-9c3e-4fb6-af25-c1fecabc49cb	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	361c9c98a1e5ef710c623f5229b3e94214270f64c1d39ba7af20937a603216fe	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	0d0bcf67b6a843758c315eb7c852723e9a94224060444df19839c0dc6676e991	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d4_gesummv_physical48_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	2DConvolution	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	a2854034-4473-495b-af63-f7049123ac11	857671dde39b5f34ca03f2be973aae15ead5aca1	e592ff5ccac8b7cb3c95313a6429f916c20b3347472017372ad8a0e542ddc9c2	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	43946ac22d4795ffdfae5c27107fbfe59c17fd8ae43949b0f732f04ab132b7a9	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_2dconvolution_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	ATAX	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	d02d5290-33b8-4f84-a2e8-eaf483dc5956	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	b6dcd0e3807bd71449d2283f97ba43a91868cb761e7b4924dd3d3063340a94ba	f76ec67c8ec5ab04775fd7091e3ecb9b5c5566ccedb1f52723340efdfd6b4a1f	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_atax_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	BICG	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	3725fb90-74b6-4b28-8825-46584d4df6cf	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	6d6c2414f4518901fcbca953bf81d27565f25acacbc8f4c4d124dfebecb67a99	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_bicg_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Btree	OO	D3B_EXACT_REUSE	PRIMARY_NOT_PHYSICAL_SWEEP	80f171c3-89c3-4d10-b0ca-063ad474b434	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	7e8306c558d494dc83b525f54a37d1213d8433675f2531842c9d7f7198a0765f	/workspace/post-fast64-observer-d3b-v1.M4dRvg/btree_oo_on
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	DWT2D	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	c03925e3-298e-43d2-852f-336091b2cc59	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	337087fedad435cd92cbd7e0f962f90d567ec9e77038fd8150977b7c6beb7164	3bd6c7a072edac23cbbfba76db18d07936b0207dd876daaf4e9fbafd84d118bb	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_dwt2d_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GEMM	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	b85c148a-29f4-4aa7-9909-2f7649ba4228	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	fd9a9430fc95eb0af4c73b9710db271f8e32bff4ea2f5dd08a4e8e17c9b02057	17068540247c26557689db1be66d15debe2065e513808727f511c506294b6214	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gemm_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	GESUMMV	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	a15aa3fc-f455-4e21-a1a3-721d1fb0bbb0	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	d853e4acc0adae47e7d7b95e749be76782989a8bcbb3599f4a5e5db217d35705	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gesummv_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Gaussian	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	f24d645c-99a9-47da-a683-4d93c6905b32	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	21d15db8e11f664003ca9b968da4056c919b7ec911bb4da8ac4c106114b66150	6dc7caba6733657293e8c517467bac28890ae4eb97c732ffd245d7fd1c479fb9	7bcf801d3050ea228a56ab0ba622164e625d17b574c5325b737a46f657ac52ae	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_gaussian_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	Hotspot1	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	18040c2e-3750-4a6e-b731-3ab204d23d4d	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	ed5cc0315b7f7a206ebed0c3b6c03ef26d7b05c4386b880213cab6c576a816d6	a731bfc2cbb90b51888e92f3fb188ff4fceb123612a7b1ceb1817bc752e89461	53d4739cd1173f3818642625cb256e215a0f7750778da0ffc91acdaf9e081895	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_hotspot1_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	LUD	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	35dae47a-eefe-486c-8c45-05a84087b671	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	21d15db8e11f664003ca9b968da4056c919b7ec911bb4da8ac4c106114b66150	6bf8f1fd5951793b1b2c563ee13203591e3d53d5985d4d1d6e3b5cf8f64a39e0	c27456a63fce77b32f2a37dd2e41584920c9aa5ca00251c2b97e6987faa07e86	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_lud_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	MRI-Q	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	97894bf6-94ba-4ca3-9ae9-9aa60f258913	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	e2282e93dffade84b1039a5ac4cbccbe0f34a1f2852520f9a16ffcc9996528a5	ba2848bc6b78ba5d84925c17aa34d8b4dd94d36c3f7629e87d84d60d946dcd91	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_mri-q_primaryprimary_oo
POST_FAST64_OBSERVER_WAVE_V1	POST_FAST64_EXPLORATORY_NOT_PRIMARY_RESULT	D5	NN	OO	NEW_DIAGNOSTIC_RUN	PRIMARY_NOT_PHYSICAL_SWEEP	7c537ea1-9119-407f-9346-7e8d347942ad	2fcde3eb3fce1502cc0f910cad6f807e530018c5	037d82c61ac90cab41cfdf98234a0889aee16839177a32de23965cb516758d05	546c68f96d47f4650703ccfbc925bd789f923501d5607a77e79ca4845f234caa	6b5e83e43dc74ae1b23312e1772d19a774b6c7397740c1bc1e0f572db77f8664	4b27211618873ade18826f3f0bccf38bd6a978a5aec871becbbf8a8b0c39b9b1	/workspace/post-fast64-observer-d4d5-v1.20260912T045713Z.3732696/d5_nn_primaryprimary_oo
