timestamp_utc	policy_version	task	task_class	event	decision	reason	predicted_peak_rss_kb	observed_peak_rss_kb	reserve_kb	mem_available_kb	mem_required_kb	swap_free_kb	swap_in_delta	swap_out_delta	memory_full_pct	io_full_pct	iowait_pct
2026-09-08T02:03:01Z	ADAPTIVE_RESOURCE_V2	E05	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	135636976	41943040	192	0	0	0.000000	0.170260	0.225750
2026-09-08T02:03:41Z	ADAPTIVE_RESOURCE_V2	E05	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	132193016	41943040	192	0	0	0.000010	0.047280	0.069520
2026-09-08T02:03:41Z	ADAPTIVE_RESOURCE_V2	E05	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	132193016	41943040	192	0	0	0.000010	0.047280	0.069520
2026-09-08T02:04:21Z	ADAPTIVE_RESOURCE_V2	E06	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	129897612	41943040	192	0	0	0.000000	0.030870	0.040343
2026-09-08T02:04:21Z	ADAPTIVE_RESOURCE_V2	E06	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	129897612	41943040	192	0	0	0.000000	0.030870	0.040343
2026-09-08T02:05:01Z	ADAPTIVE_RESOURCE_V2	E06	SMOKE	RESOURCE_GATE	GREEN	PASS	12582912	204800	16777216	130309764	41943040	192	0	0	0.000000	0.000770	0.000783
2026-09-08T02:05:01Z	ADAPTIVE_RESOURCE_V2	E06	SMOKE	LOCK_ACQUIRED	GREEN	PASS	12582912	204800	16777216	130309764	41943040	192	0	0	0.000000	0.000770	0.000783
2026-09-08T02:05:41Z	ADAPTIVE_RESOURCE_V2	E07	MINER_CAL	RESOURCE_GATE	GREEN	PASS	12582912	0	16777216	129660236	41943040	192	0	0	0.000000	0.000930	0.001175
2026-09-08T02:05:41Z	ADAPTIVE_RESOURCE_V2	E07	MINER_CAL	LOCK_ACQUIRED	GREEN	PASS	12582912	0	16777216	129660236	41943040	192	0	0	0.000000	0.000930	0.001175
2026-09-08T02:07:07Z	ADAPTIVE_RESOURCE_V2	E07	MINER_CAL	RESOURCE_GATE	GREEN	PASS	12582912	0	16777216	135102976	41943040	196	0	0	0.000010	0.075420	0.098490
2026-09-08T02:07:07Z	ADAPTIVE_RESOURCE_V2	E07	MINER_CAL	LOCK_ACQUIRED	GREEN	PASS	12582912	0	16777216	135102976	41943040	196	0	0	0.000010	0.075420	0.098490
2026-09-08T02:07:47Z	ADAPTIVE_RESOURCE_V2	E08	MINER_CAL	RESOURCE_GATE	GREEN	PASS	12582912	26000	16777216	131813776	41943040	196	0	0	0.000000	0.017870	0.021745
2026-09-08T02:07:47Z	ADAPTIVE_RESOURCE_V2	E08	MINER_CAL	LOCK_ACQUIRED	GREEN	PASS	12582912	26000	16777216	131813776	41943040	196	0	0	0.000000	0.017870	0.021745
2026-09-08T02:08:57Z	ADAPTIVE_RESOURCE_V2	E09	STATIC_MINER	RESOURCE_GATE	GREEN	PASS	30100	0	16777216	128231484	28890860	196	0	0	0.000000	0.053510	0.068950
2026-09-08T02:08:57Z	ADAPTIVE_RESOURCE_V2	E09	STATIC_MINER	LOCK_ACQUIRED	GREEN	PASS	30100	0	16777216	128231484	28890860	196	0	0	0.000000	0.053510	0.068950
2026-09-08T02:10:49Z	ADAPTIVE_RESOURCE_V2	E09	STATIC_MINER	RESOURCE_GATE	GREEN	PASS	30100	0	16777216	127930088	28890860	276	0	0	0.000010	0.138060	0.184054
2026-09-08T02:10:49Z	ADAPTIVE_RESOURCE_V2	E09	STATIC_MINER	LOCK_ACQUIRED	GREEN	PASS	30100	0	16777216	127930088	28890860	276	0	0	0.000010	0.138060	0.184054
2026-09-08T02:16:48Z	ADAPTIVE_RESOURCE_V2	E10	STATIC_MINER	RESOURCE_GATE	GREEN	PASS	26000	0	16777216	128906224	29863120	4	0	0	0.012710	0.001300	0.001373
2026-09-08T02:16:48Z	ADAPTIVE_RESOURCE_V2	E10	STATIC_MINER	LOCK_ACQUIRED	GREEN	PASS	26000	0	16777216	128906224	29863120	4	0	0	0.012710	0.001300	0.001373
