kind	id	path	sha256	evidence_class
command	T2:same_page_share:v0:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw/T2_same_page_share_10_80/command.json	3e5f436bd74e5d19f52cc961cae91f2cb9d3a3250942e71c3f87e6fd25d985e8	P3_PROVENANCE
run_log	A1_CONTROL:none:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_none_10_80/run.log	9cf1c2368d9b3427b56c161b6654f2e4d27899de6bf3d4dc38cf1f4eb853aae3	P1_DISCOVERY
command	A1_CONTROL:none:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_none_10_80/command.json	b2597fbef2e754ff3f56d13d6c74b4cf22abb9c84fc41a1abb12eea190c9cea0	P3_PROVENANCE
run_log	A1_CONTROL:refill_protect:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_refill_protect_10_80/run.log	440ebb0b060ff936e5bca53d975ca278657ca0b1e4aa3534d61bac82b9f2aae0	P1_DISCOVERY
command	A1_CONTROL:refill_protect:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_refill_protect_10_80/command.json	34f80fdfca0405464a51709b55a829216c03416629062987ef140f5401277c28	P3_PROVENANCE
run_log	A1_CONTROL:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_same_page_share_10_80/run.log	4804aa97d2edf9eb6b29fd5ca274b90330858c0e37a125bbc2ab4461e1d3f00e	P1_DISCOVERY
command	A1_CONTROL:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/A1_CONTROL_same_page_share_10_80/command.json	d2e2eaffe1823b0128da0f939b23896387b9b3ac2981d8d961975763e02b1b5c	P3_PROVENANCE
run_log	T0:same_page_share:r1:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T0_same_page_share_0_80/run.log	d75b52956831519d8320ee036444588fd05750f346094f8f9787450934dd6cce	P1_DISCOVERY
command	T0:same_page_share:r1:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T0_same_page_share_0_80/command.json	46dd54dae4d70ecb496feb86ef0d79370f1cb717ef56d8817440becadf99f87c	P3_PROVENANCE
run_log	T0:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T0_same_page_share_10_80/run.log	8fabd0a7c66c43cfceeb3b5b677611a509851932c1ccaa38847f4d3dc4117f54	P1_DISCOVERY
command	T0:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T0_same_page_share_10_80/command.json	fa994b25cba0ba368a88a4d74740f431e51aca5f4d5be59bbf403e0339c45c54	P3_PROVENANCE
run_log	T1:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T1_same_page_share_10_80/run.log	53d9e6cded9d1dc86e56f2436be2c014d485a0361188f34e3d9aad187fb6bdd3	P1_DISCOVERY
command	T1:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T1_same_page_share_10_80/command.json	64b4e141256a2cd5afaac0cd32619db3d82b47771d31dff0dc17e5d1d745dcf0	P3_PROVENANCE
run_log	T2:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T2_same_page_share_10_80/run.log	6ed270f22e047aba493075e5bdf04820a429424498fc4e97e7d3413d94972642	P1_DISCOVERY
command	T2:same_page_share:r1:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r1/T2_same_page_share_10_80/command.json	9d0b519007e18b810f5fb456f8bba10e229defce2dd40dec3301e13cd3c65eaf	P3_PROVENANCE
run_log	A1_CONTROL:none:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_none_10_80/run.log	f8dbed018c9e52bb4c822246955f537b64dcfbbc6dddce11315ec8b469bb0776	P1_DISCOVERY
command	A1_CONTROL:none:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_none_10_80/command.json	d6835f609b4079af87c1199458e5b9f902e6cef2a60d58ee6391f8a4d100709a	P3_PROVENANCE
run_log	A1_CONTROL:refill_protect:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_refill_protect_10_80/run.log	9ad6ea02c22f116d1c03ceaaf13aefd613992f37eba9dc87b94fa00a648e8ec9	P1_DISCOVERY
command	A1_CONTROL:refill_protect:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_refill_protect_10_80/command.json	7ab88835598434763abd4d2d254b52c37b2a11269039f88aac6a5d6037cc99a6	P3_PROVENANCE
run_log	A1_CONTROL:same_page_share:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_same_page_share_10_80/run.log	7223740dbb64b23dba7cebaba3a09fcba6d4f500416f3977ab106a68df189f32	P1_DISCOVERY
command	A1_CONTROL:same_page_share:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_same_page_share_10_80/command.json	5ae0d7ed66c535eabaa2bfb605415420321afab4826e1fa3c8d14b4a6b5c2912	P3_PROVENANCE
run_log	A1_CONTROL:same_page_share_service_control:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_same_page_share_service_control_10_80/run.log	efcea382b67823b4a8e0144c346d70d0180e16b393b4471fc393c090cd9626ce	P1_DISCOVERY
command	A1_CONTROL:same_page_share_service_control:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/A1_CONTROL_same_page_share_service_control_10_80/command.json	a3a832f7ea802035d83aa716942cccaff1ae2f563b6641b5a79d4e13ec34ab28	P3_PROVENANCE
run_log	T0:none:r2:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_none_0_80/run.log	b2a2b41c973b66ff1b503609d4758cf21b9aef0db2b4736e70934dbdc359101d	P1_DISCOVERY
command	T0:none:r2:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_none_0_80/command.json	2bd07304f97a8ff909f26402fffe41b9d56e08edfbc6285865b4326a913954c8	P3_PROVENANCE
run_log	T0:same_page_share:r2:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_same_page_share_0_80/run.log	787e8a22b12780514d045fcf90089486b82fedb232e87cad6402c989428b35bc	P1_DISCOVERY
command	T0:same_page_share:r2:0/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_same_page_share_0_80/command.json	025d48728ca593c1739901af63c1fa08a2625d6407bde55ad515034f4df115ba	P3_PROVENANCE
run_log	T0:same_page_share_service_control:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_same_page_share_service_control_10_80/run.log	dd4cd8428e1848526db4b0f3162341ccd3c3c6573232c506485e2e643dcb11cf	P1_DISCOVERY
command	T0:same_page_share_service_control:r2:10/80	/root/share/mnt164/huangrulin/awma_literature_guided_mechanism_exploration_v1/raw_r2/T0_same_page_share_service_control_10_80/command.json	a49e7bf9eb4ed16cdf0e378c423ccf2b850943ee22bad7650224753c8b15cc8f	P3_PROVENANCE
build_log	UNIFIED_BUILD	/root/awma_literature_guided_mechanism_exploration_v1_runtime/unified_build.log	9ae871e0a67bf1a227984c8a416b4ac81efc62e76da73bb0687211b9085f6164	P4_RUNTIME
binary	CANDIDATE_UNIFIED	/root/awma_literature_guided_mechanism_exploration_v1_runtime/bin/unified_accel-sim.out	2ae9758039565177ed57d37bd6ee6eb62d62712740f64751bf0d569079a62e1b	P3_PROVENANCE
build_log	UNIFIED_BUILD_R1	/root/awma_literature_guided_mechanism_exploration_v1r1_runtime/unified_build.log	b52a07413ccbf900ecea1aae0a34ac057d542dd88b09cf0ac6d874a18cd8b5de	P4_RUNTIME
binary	CANDIDATE_UNIFIED_R1	/root/awma_literature_guided_mechanism_exploration_v1r1_runtime/bin/unified_accel-sim.out	7579122e4b67af46596565ff20aa2cc9ffc2f868f97ce7ffd36715b7dd9aa957	P3_PROVENANCE
build_log	UNIFIED_BUILD_R2	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/unified_build.log	c081e4edb6fac510f2e5855a9bdab30449701b4f0e666e0437037f090090f87b	P4_RUNTIME
binary	CANDIDATE_UNIFIED_R2	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/bin/unified_accel-sim.out	129307ef1bcbf4ee1bb7331e4a9eb612f5c97298187ea49a5b64b6d4ab4f4057	P3_PROVENANCE
source_patch	FINAL_CANDIDATE_CORE	/root/workspace/accel-sim-framework-awma-174-literature-guided-mechanism-exploration-v1/docs/vm_tlb/review_packs/AWMA_LITERATURE_GUIDED_MECHANISM_EXPLORATION_V1/CANDIDATE_CORE.patch	a3d596eded4786eab2c8cd6fa45c6d20d4f03465958c932d0fd7c46f47ec398d	P3_PROVENANCE
test_source	DIRECTED_MECHANISM_TEST	/root/workspace/accel-sim-framework-awma-174-literature-guided-mechanism-exploration-v1/util/vm_tlb/awma/awma_literature_mechanism_test.cc	1eb4dd030299ec6d95f41fe8e81d6aab8bad265072276e425bb3680b649abd80	P3_PROVENANCE
runner	EXPLORATION_RUNNER	/root/workspace/accel-sim-framework-awma-174-literature-guided-mechanism-exploration-v1/util/vm_tlb/awma/run_literature_guided_mechanism_exploration.py	7e80e2d6b10efe452f7f49ee94962f7121fcf892e564238a7dafe06d7501b3ee	P3_PROVENANCE
builder	REVIEW_BUILDER	/root/workspace/accel-sim-framework-awma-174-literature-guided-mechanism-exploration-v1/util/vm_tlb/awma/build_literature_guided_mechanism_review.py	91689d5f3925d554cf32bb7f779b9c7cd1f27a2c26481aa1794e6bea1b0348e3	P3_PROVENANCE
test_log	CANDIDATE_CORE_PATCH_DRY_RUN	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/candidate_core_patch_dry_run.log	d5074a276f32c388f92ce091d61f7432c323c0c90f8655ce8fb1d7fffc09a62e	VERIFIED_RUN
test_log	awma_literature_mechanism_test:none	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/awma_literature_mechanism_test_none.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	awma_literature_mechanism_test:refill_protect	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/awma_literature_mechanism_test_refill_protect.log	c022ee1137b126a33c07842cf583a5263f44c183322bd2c5745f93178a0cdba7	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:none	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_m3_g3_4b_tlb_timing_test_none.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m3_g3_4b_tlb_timing_test:refill_protect	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_m3_g3_4b_tlb_timing_test_refill_protect.log	4547425aded443ec0b4b34b30928fa6b0982d176988468f5e965fa71e0baf03b	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:none	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_m2_rf_pending_retry_test_none.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_m2_rf_pending_retry_test:refill_protect	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_m2_rf_pending_retry_test_refill_protect.log	dacef20aa6c8f1ee83b62ec5ef56b1536241eede8c25b6ddd323267a8e07df2f	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:none	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_c10b_runtime_validation_test_none.log	d4cb416ce5c3e07ba7ab33bc6480ccafc273c6e96426d607fedb7ffa9c333d9e	VERIFIED_RUN
test_log	vm_c10b_runtime_validation_test:refill_protect	/root/awma_literature_guided_mechanism_exploration_v1r2_runtime/tests/vm_c10b_runtime_validation_test_refill_protect.log	d4cb416ce5c3e07ba7ab33bc6480ccafc273c6e96426d607fedb7ffa9c333d9e	VERIFIED_RUN
