phase	launch_ordinal	semantic_range	semantic_class	start_ns	end_ns	duration_ns	stream	correlation_id	demangled_name	mangled_name	grid_x	grid_y	grid_z	block_x	block_y	block_z	static_smem	dynamic_smem
decode3	42	Q30_COMPONENT_SELF_ATTN	ATTENTION	7169812835	7169813795	960	7	9359	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	113	1	1	1	128	1	1	0	0
decode3	43	Q30_COMPONENT_SELF_ATTN	ATTENTION	7169842979	7169850755	7776	7	9370	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	114	152	2	1	512	1	1	0	0
decode3	44	Q30_COMPONENT_SELF_ATTN	ATTENTION	7169853987	7169861731	7744	7	9381	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	114	152	2	1	512	1	1	0	0
decode3	45	Q30_COMPONENT_SELF_ATTN	ATTENTION	7170091909	7170118213	26304	7	9401	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	115	16416	1	1	128	1	1	0	0
decode3	46	Q30_COMPONENT_SELF_ATTN	ATTENTION	7170157254	7170182886	25632	7	9422	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	115	16416	1	1	128	1	1	0	0
decode3	47	Q30_COMPONENT_SELF_ATTN	ATTENTION	7173386015	7173428831	42816	7	9468	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	116	1	4	32	128	1	1	0	81920
decode3	48	Q30_COMPONENT_SELF_ATTN	ATTENTION	7173431584	7173433728	2144	7	9470	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)2, (bool)1>(pytorch_flash::Flash_fwd_params)	117	8	1	1	128	1	1	80	0
decode3	49	OUTSIDE	OTHER	7173525056	7173553504	28448	7	9505	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	108	512	1	1	16	4	1	0	272
decode3	50	OUTSIDE	OTHER	7173572577	7173573601	1024	7	9515	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	113	4	1	1	128	1	1	0	0
decode3	51	OUTSIDE	OTHER	7173600545	7173602817	2272	7	9528	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	100	4	1	1	128	1	1	0	0
decode3	52	OUTSIDE	OTHER	7173618497	7173619521	1024	7	9539	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	101	4	1	1	128	1	1	0	0
decode3	53	OUTSIDE	OTHER	7173638625	7173640993	2368	7	9553	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	102	1	1	1	512	1	1	16	2048
decode3	54	OUTSIDE	OTHER	7173654977	7173655937	960	7	9563	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	103	1	1	1	128	1	1	0	0
decode3	55	OUTSIDE	OTHER	7173664161	7173665153	992	7	9573	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	104	1	1	1	128	1	1	0	0
decode3	56	OUTSIDE	OTHER	7173674433	7173675873	1440	7	9583	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	105	8	1	1	128	1	1	0	0
decode3	57	OUTSIDE	OTHER	7173684418	7173686818	2400	7	9596	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	106	4	1	1	128	1	1	0	0
decode3	58	OUTSIDE	OTHER	7173696738	7173697762	1024	7	9607	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	107	4	1	1	128	1	1	0	0
decode3	59	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7173752674	7173755234	2560	7	9631	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)	110	32	1	1	32	4	1	0	528
decode3	60	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7173781154	7173782370	1216	7	9644	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	100	1	1	1	128	1	1	0	0
decode3	61	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7179994163	7179995539	1376	7	9657	void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)	118	1	1	1	32	4	1	0	0
decode3	62	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7185541183	7185547007	5824	7	9672	void at::native::sbtopk::gatherTopK<float, unsigned int, (int)1, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)	120	1	1	1	128	1	1	128	0
decode3	63	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7197710751	7197714207	3456	7	9689	void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)	121	1	1	1	16	1	1	6656	0
decode3	64	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7202305059	7202306915	1856	7	9703	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	123	1	1	1	8	1	1	16	0
decode3	65	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7202370468	7202371748	1280	7	9709	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	124	1	1	1	128	1	1	0	0
