phase	launch_ordinal	semantic_range	semantic_class	start_ns	end_ns	duration_ns	stream	correlation_id	demangled_name	mangled_name	grid_x	grid_y	grid_z	block_x	block_y	block_z	static_smem	dynamic_smem
prefill	12	OUTSIDE	OTHER	7043669787	7043684892	15105	7	6819	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	67	8192	1	1	128	1	1	0	0
prefill	13	OUTSIDE	OTHER	7043695196	7043708476	13280	7	6830	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	8192	1	1	128	1	1	0	0
prefill	14	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123334323	7123714198	379875	7	8327	ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn	84	32	16	1	128	1	1	32768	0
prefill	15	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123714838	7123779542	64704	7	8344	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	55	16384	1	1	128	1	1	0	0
prefill	16	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123780086	7123816567	36481	7	8359	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	60	16384	1	1	128	1	1	0	0
prefill	17	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123817207	7123842615	25408	7	8373	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	61	4096	1	1	32	16	1	16	0
prefill	18	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123843191	7123844727	1536	7	8387	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	64	128	1	1	128	1	1	0	0
prefill	19	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123845271	7123846423	1152	7	8397	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	65	128	1	1	128	1	1	0	0
prefill	20	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123847223	7123881271	34048	7	8407	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	66	32768	1	1	128	1	1	0	0
prefill	21	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123881911	7123910423	28512	7	8420	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	67	16384	1	1	128	1	1	0	0
prefill	22	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123910967	7123935320	24353	7	8431	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	16384	1	1	128	1	1	0	0
prefill	23	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123935928	7123993240	57312	7	8455	ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn	84	4	16	1	128	1	1	32768	0
prefill	24	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123993880	7123999032	5152	7	8468	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	55	2048	1	1	128	1	1	0	0
prefill	25	Q30_COMPONENT_SELF_ATTN	ATTENTION	7123999608	7124003096	3488	7	8479	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	60	2048	1	1	128	1	1	0	0
prefill	26	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124003736	7124009208	5472	7	8493	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	61	512	1	1	32	16	1	16	0
prefill	27	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124009848	7124011160	1312	7	8503	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	64	16	1	1	128	1	1	0	0
prefill	28	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124011768	7124013176	1408	7	8513	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	65	16	1	1	128	1	1	0	0
prefill	29	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124013752	7124018584	4832	7	8523	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	66	4096	1	1	128	1	1	0	0
prefill	30	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124019128	7124024280	5152	7	8536	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	67	2048	1	1	128	1	1	0	0
prefill	31	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124024824	7124029624	4800	7	8547	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	2048	1	1	128	1	1	0	0
prefill	32	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124030200	7124086713	56513	7	8570	ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_tn	84	4	16	1	128	1	1	32768	0
prefill	33	Q30_COMPONENT_SELF_ATTN	ATTENTION	7124087321	7124119161	31840	7	8580	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	16384	1	1	128	1	1	0	0
prefill	34	Q30_COMPONENT_SELF_ATTN	ATTENTION	7129575076	7129587620	12544	7	8596	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	85	8192	1	1	128	1	1	0	0
prefill	35	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131678613	7131727989	49376	7	8607	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	86	152	2	1	512	1	1	0	0
prefill	36	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131728565	7131754517	25952	7	8617	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	16384	1	1	128	1	1	0	0
prefill	37	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131758230	7131815542	57312	7	8627	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	87	16384	1	1	128	1	1	0	0
prefill	38	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131816086	7131825974	9888	7	8637	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	2048	1	1	128	1	1	0	0
prefill	39	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131826550	7131829686	3136	7	8653	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	85	1024	1	1	128	1	1	0	0
prefill	40	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131830230	7131838710	8480	7	8664	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	86	152	2	1	512	1	1	0	0
prefill	41	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131839350	7131844086	4736	7	8674	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	2048	1	1	128	1	1	0	0
prefill	42	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131844630	7131849558	4928	7	8684	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::BFloat16>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	87	2048	1	1	128	1	1	0	0
prefill	43	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131901079	7131930039	28960	7	8700	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	94	16384	1	1	128	1	1	0	0
prefill	44	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131930583	7131962615	32032	7	8717	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	94	16384	1	1	128	1	1	0	0
prefill	45	Q30_COMPONENT_SELF_ATTN	ATTENTION	7131963191	7132011384	48193	7	8732	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	94	16384	1	1	128	1	1	0	0
prefill	46	Q30_COMPONENT_SELF_ATTN	ATTENTION	7134677165	7135130416	453251	7	8767	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	98	32	1	32	128	1	1	0	49152
prefill	47	Q30_COMPONENT_SELF_ATTN	ATTENTION	7135131056	7135160112	29056	7	8796	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	94	16384	1	1	128	1	1	0	0
prefill	48	OUTSIDE	OTHER	7137451171	7137884678	433507	7	8830	void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_tn_align8>(T1::Params)	100	128	1	1	256	1	1	0	73728
prefill	49	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137887814	7137909926	22112	7	8839	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::BFloat16>, at::detail::Array<char *, (int)3>>(int, T2, T3)	102	8192	1	1	128	1	1	0	0
prefill	50	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137910534	7137926246	15712	7	8852	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	55	8192	1	1	128	1	1	0	0
prefill	51	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137926758	7137937638	10880	7	8863	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	60	8192	1	1	128	1	1	0	0
prefill	52	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137938151	7137946631	8480	7	8877	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	61	128	1	1	32	16	1	16	0
prefill	53	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137947271	7137948551	1280	7	8887	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	64	4	1	1	128	1	1	0	0
prefill	54	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137949159	7137950183	1024	7	8897	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	65	4	1	1	128	1	1	0	0
prefill	55	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137950727	7137964967	14240	7	8907	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	66	16384	1	1	128	1	1	0	0
prefill	56	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137965511	7137980231	14720	7	8920	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	67	8192	1	1	128	1	1	0	0
prefill	57	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137980839	7137994599	13760	7	8931	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	68	8192	1	1	128	1	1	0	0
prefill	58	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7137995111	7138011559	16448	7	8956	ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn	103	2	32	1	128	1	1	49152	32768
prefill	59	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7138012423	7138014663	2240	7	8969	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	55	512	1	1	128	1	1	0	0
prefill	60	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7144097015	7144099319	2304	7	8986	void <unnamed>::softmax_warp_forward<float, float, float, (int)7, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)	104	256	1	1	32	4	1	0	0
prefill	61	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7149591747	7149617283	25536	7	9001	void at::native::sbtopk::gatherTopK<float, unsigned int, (int)2, (bool)0>(at::cuda::detail::TensorInfo<const T1, T2>, T2, T2, bool, T2, T2, at::cuda::detail::TensorInfo<T1, T2>, T2, at::cuda::detail::TensorInfo<long, T2>, T2, T1 *)	105	2048	1	1	128	1	1	128	0
prefill	62	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7161931365	7161936453	5088	7	9018	void at::native::bitonicSortKVInPlace<(int)2, (int)-1, (int)16, (int)16, float, long, at::native::GTOp<float, (bool)1>, unsigned int>(at::cuda::detail::TensorInfo<T5, T8>, T8, T8, T8, at::cuda::detail::TensorInfo<T6, T8>, T8, T7)	106	410	1	1	16	5	1	6656	0
prefill	63	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7166556201	7166558345	2144	7	9032	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)	107	32	1	1	8	64	1	16	0
prefill	64	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7166623178	7166624778	1600	7	9038	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	108	64	1	1	128	1	1	0	0
prefill	65	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7166658890	7166661290	2400	7	9051	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	67	32	1	1	128	1	1	0	0
prefill	66	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7166729195	7166734187	4992	7	9066	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, at::detail::Array<char *, (int)1>>(int, T2, T3)	109	8192	1	1	128	1	1	0	0
prefill	67	Q30_COMPONENT_MLP	DISPATCH_OR_INDEXING	7166757707	7166779211	21504	7	9082	void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<long>, at::detail::Array<char *, (int)1>>(int, T2, T3)	110	4096	1	1	128	1	1	0	0
