target	run_id	static_index	classification	object_class	object_name	active_lane_events	exact_bytes	binding
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	451	EXECUTED_SHARD	WEIGHT	model.layers.0.mlp.gate_proj.weight	2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	455	EXECUTED_SHARD	WEIGHT		2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	455	EXECUTED_SHARD	WEIGHT	model.layers.0.mlp.gate_proj.weight	2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	458	EXECUTED_SHARD	WEIGHT		2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	458	EXECUTED_SHARD	WEIGHT	model.layers.0.mlp.gate_proj.weight	2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	461	EXECUTED_SHARD	WEIGHT		2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	461	EXECUTED_SHARD	WEIGHT	model.layers.0.mlp.gate_proj.weight	2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_GEMM_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-gemm-ldgsts_20260915T093229Z_00d7e1404abc	464	EXECUTED_SHARD	UNKNOWN_RUNTIME		2023424	32374784	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	128	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	139	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	154	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	157	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	166	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	168	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	169	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	183	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	186	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	188	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	192	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	196	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	200	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	203	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	207	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	210	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	245	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	247	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	249	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	250	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	251	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	259	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	261	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	263	EXECUTED_SHARD	UNKNOWN_RUNTIME		28672	458752	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	777	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	780	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	783	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	786	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	789	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	792	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	794	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	795	EXECUTED_SHARD	UNKNOWN_RUNTIME		26880	430080	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2101	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2104	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2107	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2110	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2113	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2116	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2118	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2119	EXECUTED_SHARD	UNKNOWN_RUNTIME		188160	3010560	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2147	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2152	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2157	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2161	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2162	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2163	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2164	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_PREFILL_ATTN_LDGSTS	C16R_qwen25-05b_s2-text_prefill_nvbit-ldgsts-shard_q05-s2-prefill-attn-ldgsts_20260915T093229Z_7ea3898f9bef	2165	EXECUTED_SHARD	UNKNOWN_RUNTIME		215040	3440640	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	408	EXECUTED_SHARD	UNKNOWN_RUNTIME		1008	16128	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	447	EXECUTED_SHARD	UNKNOWN_RUNTIME		14560	232960	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	452	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	459	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	466	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	478	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	488	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	497	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
Q05_S2_DECODE_EARLY_KV_LDGSTS	C16R_qwen25-05b_s2-text_decode_nvbit-ldgsts-shard_q05-s2-decode-early-kv-ldgsts_20260915T093229Z_f43f42b2e7e0	506	EXECUTED_SHARD	UNKNOWN_RUNTIME		14336	229376	SAME_PROCESS_ADDRESS_CONTEXT
