relative_path	size_bytes	sha256
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/model.safetensors.index.json.metadata	101	9e757c91c678bacf66bfb83e4066990e8a07747fbf9a9b378a8ac19637631072
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/preprocessor_config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/preprocessor_config.json.metadata	101	401a9e9411caefeee2a71c079fcbd6143512084f3d50fc1a85177b7005b9a842
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/tokenizer.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/tokenizer.json.metadata	125	26d6cfba89416ec90966c57d16d6c143452125946d7b3bd999e9d202c09e2cf2
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/tokenizer_config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/tokenizer_config.json.metadata	100	8d1f4e7c11a6c0ec6b5a4c0e80545518ea5507240f020fcfc837c2cff28c58b0
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/video_preprocessor_config.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/video_preprocessor_config.json.metadata	100	ec223d7a572f20d5f805353078ca055c6deca36be8fdf865a6605786794a5636
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/vocab.json.lock	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
model/Qwen3_5_0_8B_c6046cd1/.cache/huggingface/download/vocab.json.metadata	101	f215bdb9bbc8536bb7dc26faca067db77eda9830465964bc4495c0c199c4231a
model/Qwen3_5_0_8B_c6046cd1/.gitattributes	1570	34448b82c17d60fec9b65b1f093c115ddbaadc04beb1b0140b6bfed2e012a930
model/Qwen3_5_0_8B_c6046cd1/LICENSE	11544	bbedc3fda3305820b977265f01b8619d87570a6739de3a5582c3464840f1e57a
model/Qwen3_5_0_8B_c6046cd1/README.md	61705	87a163af54f32fa608a0f8d3ac67945c53dd2b4a7c96740b3d7fdc28e8458864
model/Qwen3_5_0_8B_c6046cd1/chat_template.jinja	7777	0286b273dc0e7dbcc080469bf5b8e57b329c135db0de8a45cb16f80a8b0c4ce6
model/Qwen3_5_0_8B_c6046cd1/config.json	2907	b90b86f35c8e6925ef74ee04d0e758f0a845c83a42089ad82bbaa948de9b4204
model/Qwen3_5_0_8B_c6046cd1/merges.txt	3353259	a9d356d7bdf1ef4949e3e748e95b8e10ad9d4e2e838eddc38a0a7b6b94d1db8d
model/Qwen3_5_0_8B_c6046cd1/model.safetensors-00001-of-00001.safetensors	1746942600	04b1c301231dd422b8860db31311ab2721511346a32cb1e079c4c4e5f1fe4696
model/Qwen3_5_0_8B_c6046cd1/model.safetensors.index.json	50900	d8a08838a613b025eb7952ed9db11696213e57e76a375661ef5c12f9dd5dcf4e
model/Qwen3_5_0_8B_c6046cd1/preprocessor_config.json	390	27225450ac9c6529872ee1924fcb0962ff5634834f817040f444118116f4e516
model/Qwen3_5_0_8B_c6046cd1/tokenizer.json	12807982	5f9e4d4901a92b997e463c1f46055088b6cca5ca61a6522d1b9f64c4bb81cb42
model/Qwen3_5_0_8B_c6046cd1/tokenizer_config.json	16709	49e2b6e395f959f077f1e992b338919c0d4a9732fc6e613995e06557f843500c
model/Qwen3_5_0_8B_c6046cd1/video_preprocessor_config.json	385	7768af27c1fafa9cc9011c1dc20067e03f8915e03b63504550e11d5066986d13
model/Qwen3_5_0_8B_c6046cd1/vocab.json	6722759	ce99b4cb2983d118806ce0a8b777a35b093e2000a503ebde25853284c9dfa003
raw/fastpath/fastpath.nsys-rep	76607	7f372de01e07410186a7c7c80f480c8bd8b890d88e65add42e30d4087fa6628c
raw/fastpath_r1/fastpath.nsys-rep	426305	47d1daf4413c944996cc2ca462b1b3878f32f938643c01a11ec7b5d7e84f65a0
raw/fastpath_r1/fastpath.sqlite	1458176	d417d7dbfc89b1da9d977ac482f4ef899a36370ddc0c8cf5c7a4b0f9b863f7dd
source/transformers-main/.ai/AGENTS.md	3287	3b8068581af0440562f2d4f1604ecace45ccde8ab0a817e71b3d49d87462ff77
source/transformers-main/.ai/review-rules.md	7610	46db5baf92aa219f6ec4720b8f8ad290f72fa02ff06f45cfaca6cfbd51f3d6b0
source/transformers-main/.ai/skills/add-or-fix-type-checking/SKILL.md	10320	f39fc4b05630d0d2eb3e4e634d82fcd0b0c05d737649533b517aa3e384d53052
source/transformers-main/.circleci/TROUBLESHOOT.md	319	5553063ccd39b8dd82ac32bd1b944fb6c828f3c99bc5a6c97c9db8b8267079ad
source/transformers-main/.circleci/config.yml	7452	0f2a8b83968a133f3018491fa7ba01bbff6012ab984444e64f232891c6927656
source/transformers-main/.circleci/config.yml.bak	10149	fd6a37d8438b669f535f1ba7e545bae2687a9ae3e0f50ec0ec702940261c9a42
source/transformers-main/.circleci/create_circleci_config.py	22514	db36a7eded6e22f22e359fb56b124914bf34f2564ae7c9eb5b6dc751cd87ed5b
source/transformers-main/.circleci/parse_test_outputs.py	2590	2832b31a2c3096a2fea9dfff2368b55565645484b110014246d6889071207946
source/transformers-main/.git-blame-ignore-revs	41	aaac0352670a4baabd04993be0233b8991798db25b1a1ed6b72d51dbbd8cd72b
source/transformers-main/.gitattributes	51	b1d26a3227e70ab5c188e8dc8ff76d1524914edad4c4ee344f159ace0ca0d191
source/transformers-main/.github/ISSUE_TEMPLATE/bug-report.yml	4614	e602e0520e06297e15bf820a0487496a335850305c7b25e6e5a8e6bb43931c6a
source/transformers-main/.github/ISSUE_TEMPLATE/config.yml	529	40ea959e59f2861aaf200c9a8df472f65e877db1c00384a66c546a69a8733b5c
source/transformers-main/.github/ISSUE_TEMPLATE/feature-request.yml	1100	bc5316b60c445574e2b467ac278e57a2b1d849870a69d0a81b3a2f66c5b0cf36
source/transformers-main/.github/ISSUE_TEMPLATE/i18n.md	2850	96403b9ed68ca69b8d121961a0b7aab95e5b30cdb05d73a6cfb05db1abf681a3
source/transformers-main/.github/ISSUE_TEMPLATE/migration.yml	2726	2a5c384b3e9515cd24497358be9e9c5b24b39d930154fd9acec1563fd2a03c2e
source/transformers-main/.github/ISSUE_TEMPLATE/new-model-addition.yml	1077	d68cb706ee38db31515afba229f4eec0509b66cba8815a2e3561d067880f27ba
source/transformers-main/.github/PULL_REQUEST_TEMPLATE.md	4147	e5c1c66df9d8283c9595b06752b8bd23a764c1487633a709a41bd1a846f09417
source/transformers-main/.github/conda/build.sh	69	4f9d85ccfe099f4a82e2e4006cf079e8639ac87a27f56097064e9cf21bd02293
source/transformers-main/.github/conda/meta.yaml	974	61e3ac7d5880cd75ff967ca49c14d093efcffad2fac3acbc8d113ef1e42fd4c7
source/transformers-main/.github/copilot-instructions.md	3529	51d12faef4352ea94cac2cb7be8d684aab8e5ff794c0c7584ddb1cf0ceb1bb76
source/transformers-main/.github/dependabot.yml	205	043d9615f41ec9314077033325932e5e5656dfe564b79d05918675103d93ccfb
source/transformers-main/.github/scripts/codeowners_for_review_action	4778	0a0c935507bfd797e729106f895047106bf14edf783a05e4fc1eb6b927a9c3b3
source/transformers-main/.github/workflows/TROUBLESHOOT.md	382	98a8dd118885816d98c1373627381266f2c9fa8a7638c5fb748c0c4fdf3cec71
source/transformers-main/.github/workflows/add-model-like.yml	2907	6bfb29e0940b24669fa76c9732f0bafd1ef94425c3c02e841007e06333fddbfc
source/transformers-main/.github/workflows/ai-review.yml	4472	1b739ba07502b389e521d7101de1de337fd2450adf9910908590e07b602a77ee
source/transformers-main/.github/workflows/anti-slop.yml	2295	c5e90be3411feb4224fe8a18bb1925ff04b4af01b4ca26bf0ed8b335d1a1be39
source/transformers-main/.github/workflows/assign-reviewers.yml	1002	31027db2b8a8fcc1ae620bc54a8a2aca7370c9dc69fd7f21f646e4b286ec0767
source/transformers-main/.github/workflows/benchmark.yml	2525	6dde4321d34074241d2204dbe742ec5a43050ab3f0670dde57edf394a66b2865
source/transformers-main/.github/workflows/benchmark_v2.yml	3023	67d73055b0a96a4a8ffc69974df73b8043f9f3ebe7360a372893f2962970dc2f
source/transformers-main/.github/workflows/benchmark_v2_a10_caller.yml	596	90e18ecae2de7f53e2c64d4006eb1394520ef78ab306716919a3c2424551e8ed
source/transformers-main/.github/workflows/benchmark_v2_mi300_caller.yml	664	341ce41b02aa918d100e714467664ed8ac14585d89e37bc52065cdff5bf7253e
source/transformers-main/.github/workflows/build-ci-docker-images.yml	3052	5ca9513df605988646b2d9e95768963aa55d774a451fd9c4e8d7ea6bef986503
source/transformers-main/.github/workflows/build-docker-images.yml	13204	28282e020425c2ca2e356f53c24a0a3e49c9bc619df2a164d88b86352da5928a
source/transformers-main/.github/workflows/build-nightly-ci-docker-images.yml	2573	6a127a0aa8b6a68c49521df50c937a70d3eece6fd281619ef2f6420baa3a6802
source/transformers-main/.github/workflows/build-past-ci-docker-images.yml	3797	89f8e95e946320c485185ee13eb58de00616c93f42bbf20988f2f5c9c644c298
source/transformers-main/.github/workflows/build_documentation.yml	1069	cbb92b5c59a3ba19b19b88f80be0e43703dd25e2a5d4d4ea9caa232a3590635c
source/transformers-main/.github/workflows/build_pr_documentation.yml	2316	86b92a2984a041132bf4be76b00173fd2e6c4756b3cafd646960f153bf3dcf36
source/transformers-main/.github/workflows/check-workflow-permissions.yml	624	b5dfc7eeb3330c5d5aae6a92d245aa876986a71213b775d2ae986162e0ef3d9b
source/transformers-main/.github/workflows/check_failed_tests.yml	15667	500fbdbff53c40ad48635d390850f4d43e656ee2c84643dc1da68625ff276dd4
source/transformers-main/.github/workflows/check_tiny_models.yml	2283	73ff2e6a21dd775b0583385623727ec166fbc3fcbe70a242b94ba19b89954091
source/transformers-main/.github/workflows/circleci-failure-summary-comment.yml.bak	11853	90728478da470b4960ec0da6f3cb7ddf4af7f11f33aa1936237cc0803737c8f2
source/transformers-main/.github/workflows/codeql.yml	596	558cbe4df4594cf8ef4fb15c493ce313a89be280bfa3cc13e57fe800ebdd2651
source/transformers-main/.github/workflows/collated-reports.yml	1621	64631da374adb4d65cd95fd08d430fa849001b8201ef769f402b7c70069b48c9
source/transformers-main/.github/workflows/doctest_job.yml	2746	cff2b31d96aee0c1be9ae645b8c550d3d8b5f9f248b6d416860ba274fead5f30
source/transformers-main/.github/workflows/doctests.yml	3186	c9e63b68883616a13fc383c122dd6df8ec880c6072117221dc734ed8f8dd8684
source/transformers-main/.github/workflows/extras-smoke-test.yml	7000	d0817130ca702be7f3b72074fe71eae68dc73ce3016d7a2057f0cb4572bb4af7
source/transformers-main/.github/workflows/get-pr-info.yml	8174	8721d6c1a88ff14cb5da2b802049150021b705cd447790752d37348988451c45
source/transformers-main/.github/workflows/get-pr-number.yml	1409	80424ee8c6bfeca7ec9b73a5faccaf2489dca4c2e09b313dc4ad565d6329a318
source/transformers-main/.github/workflows/model_jobs_intel_gaudi.yml	4675	24afdc6d5d79479c53bc69043e0618267920998c8b660eee3473f8a19a82dc4d
source/transformers-main/.github/workflows/new_model_pr_merged_notification.yml	2385	4558bbfe53f43a20693321d92a3cd5fccf8ee8a7bfc106a2d41e47e2df0bc0c7
source/transformers-main/.github/workflows/nightly-integration-failure-triage-caller.yml	1752	4f128dd3926e4b5fcf58dd4750d9bee8c3e68e1b50cc43fee3f463fde02ba586
source/transformers-main/.github/workflows/pr-ci-caller.yml	638	6cdee0594a1f40c7b7b33f08ed43fe55ac66574f8b90295f54421780e8ae6b85
source/transformers-main/.github/workflows/pr-ci-post-dashboard-link.yml	2143	4099314f56577551f4dae354cef9378129335827db5ab31c96b977f407070466
source/transformers-main/.github/workflows/pr-ci-security-gate.yml	598	5bd31228d156b840f9c1ff3b0b2a3d7f4d2ac06f72f587fd585993d0d41db63f
source/transformers-main/.github/workflows/pr-repo-consistency-bot.yml	16869	7ceb0929cd111fb9e4b894013f3db48a3b199b025ddd3f41c36ed8381c688cab
source/transformers-main/.github/workflows/pr_build_doc_with_comment.yml	5800	8ee15517ea1373b5ccca24df3ab0291eba2216ea98bade542d62e06d3ce3cbf4
source/transformers-main/.github/workflows/pr_slow_ci_suggestion.yml	7837	162a1f783de052617863dd7deea718abc047142b6f0a4572314a7f663bd4e060
source/transformers-main/.github/workflows/push-important-models.yml	6496	9a270dbe7cf6479c9474e9facbb6008a9fc52fd14991d70fe1ed9d1e9b4290ac
source/transformers-main/.github/workflows/release-conda.yml	1280	5be4b10d34a220bf041b69aae8f48b05641b605d33bbddb5add275989386548c
source/transformers-main/.github/workflows/release.yml	1969	8ebdad0888347d07ef9676312e92d00fb805850ef2b95d53a97f1d1dc313af2f
source/transformers-main/.github/workflows/self-comment-ci-amd.yml	19595	a2905b4b2cc8674ce6f69d9c161e9d7553953530e9996534402564eebfca37ab
source/transformers-main/.github/workflows/self-comment-ci.yml	22738	9621543a7b6d252e060d658b3e3216ab8e47d2cb35f6e7cd0ce7cd868d42aecb
source/transformers-main/.github/workflows/self-nightly-caller.yml	2103	c3b8154bf51760c9a0d2c9cc7b8e7f4427d70eeff7957465b8df27b0630efdf2
source/transformers-main/.github/workflows/self-nightly-past-ci-caller.yml	3384	e05fdbe50509d6e69684916675f0bae2a474ca103270f8b55237c3c46f0380ee
source/transformers-main/.github/workflows/self-past-caller.yml	1844	2b29a91decc6c35af91e8e85e55983fcb55a7196405017b9e8543ed8620cfc3c
source/transformers-main/.github/workflows/self-scheduled-amd-caller.yml	376	012ab778df4879f850f1e766a74df6a942bafc333691779d20d501d011e25ca3
source/transformers-main/.github/workflows/self-scheduled-amd-mi250-caller.yml	2171	6d82c427108f924a14f21ddf2b453e54e1219a92d17555e979668084bc57cd9c
source/transformers-main/.github/workflows/self-scheduled-amd-mi300-caller.yml	4254	fc8a06bb7946c74fc4602f3b0816f6827a27810d305fe73ceab656dcd68e03bf
source/transformers-main/.github/workflows/self-scheduled-amd-mi355-caller.yml	2532	429a933227c71deccf3d147dd383be7c34d8a24ac767212bfdd59dcf60342503
source/transformers-main/.github/workflows/self-scheduled-caller.yml	4477	80f18d333af9aed33911981934d61957c28fcf62f18f3feb63ab803588ef7fe0
source/transformers-main/.github/workflows/self-scheduled-flash-attn-caller.yml	1934	3d8a8d44e69d0d35506f793953e4b56fa568d632f28b2ccd992296fd1e0633d6
source/transformers-main/.github/workflows/self-scheduled-intel-gaudi.yml	16220	6516dca1503d40fae99753ff084d50ba301191f594cfac8894d968e297e05c68
source/transformers-main/.github/workflows/self-scheduled-intel-gaudi3-caller.yml	2567	47ca9529e0050e6e653f067d650e24227295c14c6edeb97ea37f96d01b47724f
source/transformers-main/.github/workflows/serge-verify-caller.yml	3846	3739c92db6a513b70cc1ac5775b14cbe8848c6358bd96d5be338f7e17ca6a022
source/transformers-main/.github/workflows/slack-report.yml	5129	57fd1102e2e42dcdbd669332af8bedfb26d715c8286535dc5e211328b513703a
source/transformers-main/.github/workflows/ssh-runner.yml	5918	fb66b3526d4f2d0c73fb336a83fd05d2564dcbb4fc42f149f40de06e7a508d2d
source/transformers-main/.github/workflows/stale.yml	760	0759b011718926d913d63f096aa82d64d3ad6a1b9f7259266b47d19a5309ace5
source/transformers-main/.github/workflows/trl-ci-bot.yml	3452	9af6e99126629a42f803d4c400bb2ec2e7fcd196f497b4f777558bcf58862725
source/transformers-main/.github/workflows/trufflehog.yml	1437	55c85a35c900bff6d4197b7402c9b7756b4624da6ec5c286b0c3143380f9c2a2
source/transformers-main/.github/workflows/update_metdata.yml	777	80a7af2a20667208764ca7cdc98a430bc85ee1eb3caf43a662e8d78d0d43a37d
source/transformers-main/.github/workflows/upload_pr_documentation.yml	460	40bc60896f1e9baf6758126941f8fd6e8a091e0563aab0bda725c43af6bbaa65
source/transformers-main/.github/workflows/vllm-ci-caller.yml	24692	59719c8bd3f55335b5d3ef54b7ec8e6e382aaa27286709b42f4eff633cdb8ddd
source/transformers-main/.gitignore	2099	4c22820487de2671f87a0ba6c16694d4f992ec5f10685484b35dd2496a8a52e1
source/transformers-main/AGENTS.md	3287	3b8068581af0440562f2d4f1604ecace45ccde8ab0a817e71b3d49d87462ff77
source/transformers-main/CITATION.cff	2324	5d57ef1e79bc545871d0e55b7b6c6b47ccf21cc05db3658c50df3bc9a17b647e
source/transformers-main/CLAUDE.md	3287	3b8068581af0440562f2d4f1604ecace45ccde8ab0a817e71b3d49d87462ff77
source/transformers-main/CODE_OF_CONDUCT.md	5489	f63effe63ab5994a4ed06367082abaeda8471faa9d5dc2bccf24d471936147fe
source/transformers-main/CONTRIBUTING.md	14948	9a35a79b1e05be48d37777036a45c6a3b76d67e19eb81abc77b67d760e2675ea
source/transformers-main/ISSUES.md	18789	89442f58e56a275edfeb64d8ad11bcb8ef861d94d55847cf278dceb7a4a008f8
source/transformers-main/LICENSE	11418	77fd4710def9ec3c0f6225800e0235f15a425abd4a8b03559127fcd782612049
source/transformers-main/MIGRATION_GUIDE_V5.md	44684	1a37b48030ef680b1c209f278d4816ee7082b59a5bc34eb872b6a07ce517ce0c
source/transformers-main/Makefile	3203	ce5c5e40482f3f99599f9264d99e4547796b422960987954f2a7a681c43b8c3f
source/transformers-main/README.md	17182	9f745fda7e49125b047e41f99ff1bf67b1c092c34c61bdfda1c3460feaa95382
source/transformers-main/SECURITY.md	2015	e774a4809fe39d34259a40f14eb4b8d2e8b01c3435b93f673e83661b3716bcca
source/transformers-main/awesome-transformers.md	39641	bd6f51a5c67de3e8cb2ddb24556d1f2939068d778d5ddb419c464e511fa143f8
source/transformers-main/benchmark/.gitignore	18	24c3c07e8511985a0b26f17574771c963c3935e010fcd748d3090e332d440cf5
source/transformers-main/benchmark/README.md	2400	28ac9d3afce93db52ef38ecf51ae72f24a6c76db1e43ceb174ca515ed0d815ec
source/transformers-main/benchmark/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
source/transformers-main/benchmark/benches/llama.py	14722	75cdf73a78cc1f4e8e21cf0aefe037c5e4c09ae2875b81e1eab8fb60f6358fbf
source/transformers-main/benchmark/benchmark.py	12213	f9060881e34fdf24d126e6db61e35561ce57b2e45d796beafe262142e0236e90
source/transformers-main/benchmark/benchmarks_entrypoint.py	19806	7c10692ca930ab8c7025db90f4ccde079499092efd70158d2e436cfdb5377a2c
source/transformers-main/benchmark/config/generation.yaml	1172	e6614c6d5f9c67fce412c190050472e0a1a442f84c7a0d36939197d4aa10aba9
source/transformers-main/benchmark/default.yml	194	e1adce2410cef3668b5779f5c7cf808cb49081f1783699ca865f08179c33a5c5
source/transformers-main/benchmark/grafana_dashboard.json	65620	4327e40088f4b74e0d7dc8ba829ecc433affcb15548fa6a59b07ee2ad7dced06
source/transformers-main/benchmark/grafana_datasource.yaml	462	dc3ef8e6ef89c62cb1160e187bf35b65171d3867812182b14b89dc73177a36f0
source/transformers-main/benchmark/optimum_benchmark_wrapper.py	656	35e904e63f745e69e7ec0fdd2647b9740f9ac642fbcd592f9974ce6afb8d6832
source/transformers-main/benchmark/requirements.txt	59	f628648f9a001735418d2e36575a9aea174c229ced62de8b25c6ff82ae8bc3e6
source/transformers-main/benchmark/utils/init_db.sql	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
source/transformers-main/benchmark_v2/.gitignore	47	ff7f120fd929457d51911709fe553ae8214c5f2a516bf20b1392fe7077093396
source/transformers-main/benchmark_v2/README.md	3772	f4e18aaee56db24c4ff3177a1b73ad5ed2dbf87d18ace07e9958099a1e56c0dc
source/transformers-main/benchmark_v2/benchmark_scripts/continuous_batching_overall.py	20801	0102c9bb2ecb732e0da97bbe0c069f2eeb371a90f173f51112573eeab68f5a5e
source/transformers-main/benchmark_v2/framework/benchmark_config.py	13790	b084268b7f30e78c006180f04023d4f749179c688573b251734297b249933694
source/transformers-main/benchmark_v2/framework/benchmark_runner.py	21765	5ed70ac0fefa1f88afcff3fb2b7dbada583509c18a79c43138f232cd4ed76781
source/transformers-main/benchmark_v2/framework/data_classes.py	7160	c43d6202332ad949f47d6aec657ef67f8d159d0de04b43dd90c934d9a25b0e11
source/transformers-main/benchmark_v2/framework/hardware_metrics.py	11161	90b21bd89e0295f9fccea67af7aaf26c9186efaaec500d1859b4b091546607a3
source/transformers-main/benchmark_v2/requirements.txt	130	660532cee042d93d9efef17d549f3ae71eea9f44c5d45039ebfa473dd70b54cc
source/transformers-main/benchmark_v2/run_benchmarks.py	6128	73d340d8b599df6b157914d7824ee0bad4828dda1048223c5fdc70e695cd5c7d
source/transformers-main/build/lib/transformers/__init__.py	42011	3cf42b5874497465a3b0a2f6838a45943c9b06916e0643c80fa8777e53bf646b
source/transformers-main/build/lib/transformers/_typing.py	6981	7935e954eb268cb55d5c4943c4664ebc19b9d42a19a56dc53415b16298d1dfd5
source/transformers-main/build/lib/transformers/activations.py	13477	5b20c0a3625edc0001a98f09ce3c6b5baa1100e1d7ad8dee649e4d45c8468665
source/transformers-main/build/lib/transformers/audio_utils.py	66580	bb78c892f4d30d45d1ce3330da8ddf17f51eac1be4c5b28c75d55ec3f42127d9
source/transformers-main/build/lib/transformers/backbone_utils.py	17725	30c5bab3388cdc82f6dcc9e49e027d95f209ddb6a40b461584e09a8646252a30
source/transformers-main/build/lib/transformers/cache_utils.py	105544	136b3d85b4496b6c4d614a676bdfd4f32e926b88eafe9a88c7cf1e173e8390b5
source/transformers-main/build/lib/transformers/cli/__init__.py	606	038ce6cee1c3d8e1e3439ce675f727b23d09782cc754fb69ce1fb00a3227ba00
source/transformers-main/build/lib/transformers/cli/add_new_model_like.py	32626	976eb573bd581135ca920500dbfe60b261125d77c3ae9b6744650f986e8672da
source/transformers-main/build/lib/transformers/cli/chat.py	29604	3c1260f8a1e5e22b40c9e27bdedcb92acd36e46525806955bde45c16005080cf
source/transformers-main/build/lib/transformers/cli/download.py	1692	84ed8d8a95e65a27ffc4d011d1ce023ef6549f13f37c7c4198ebbcb3675f4ee1
