model_label	model_id	exact_revision	tensor_name	static_role	decoder_layer_id	source_shard	dtype	shape	exact_tensor_bytes
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.1.self_attn.v_proj.weight	ATTENTION_WEIGHT	1	model-00001-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.input_layernorm.weight	NORM_WEIGHT	10	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.mlp.down_proj.weight	DENSE_MLP_WEIGHT	10	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	10	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.mlp.up_proj.weight	DENSE_MLP_WEIGHT	10	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.post_attention_layernorm.weight	NORM_WEIGHT	10	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.k_norm.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.k_proj.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.o_proj.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.q_norm.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.q_proj.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.10.self_attn.v_proj.weight	ATTENTION_WEIGHT	10	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.input_layernorm.weight	NORM_WEIGHT	11	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.mlp.down_proj.weight	DENSE_MLP_WEIGHT	11	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	11	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.mlp.up_proj.weight	DENSE_MLP_WEIGHT	11	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.post_attention_layernorm.weight	NORM_WEIGHT	11	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.k_norm.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.k_proj.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.o_proj.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.q_norm.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.q_proj.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.11.self_attn.v_proj.weight	ATTENTION_WEIGHT	11	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.input_layernorm.weight	NORM_WEIGHT	12	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.mlp.down_proj.weight	DENSE_MLP_WEIGHT	12	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	12	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.mlp.up_proj.weight	DENSE_MLP_WEIGHT	12	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.post_attention_layernorm.weight	NORM_WEIGHT	12	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.k_norm.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.k_proj.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.o_proj.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.q_norm.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.q_proj.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.12.self_attn.v_proj.weight	ATTENTION_WEIGHT	12	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.input_layernorm.weight	NORM_WEIGHT	13	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.mlp.down_proj.weight	DENSE_MLP_WEIGHT	13	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	13	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.mlp.up_proj.weight	DENSE_MLP_WEIGHT	13	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.post_attention_layernorm.weight	NORM_WEIGHT	13	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.k_norm.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.k_proj.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.o_proj.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.q_norm.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.q_proj.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.13.self_attn.v_proj.weight	ATTENTION_WEIGHT	13	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.input_layernorm.weight	NORM_WEIGHT	14	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.mlp.down_proj.weight	DENSE_MLP_WEIGHT	14	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	14	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.mlp.up_proj.weight	DENSE_MLP_WEIGHT	14	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.post_attention_layernorm.weight	NORM_WEIGHT	14	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.k_norm.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.k_proj.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.o_proj.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.q_norm.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.q_proj.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.14.self_attn.v_proj.weight	ATTENTION_WEIGHT	14	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.input_layernorm.weight	NORM_WEIGHT	15	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.mlp.down_proj.weight	DENSE_MLP_WEIGHT	15	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	15	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.mlp.up_proj.weight	DENSE_MLP_WEIGHT	15	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.post_attention_layernorm.weight	NORM_WEIGHT	15	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.k_norm.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.k_proj.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.o_proj.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.q_norm.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.q_proj.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.15.self_attn.v_proj.weight	ATTENTION_WEIGHT	15	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.input_layernorm.weight	NORM_WEIGHT	16	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.mlp.down_proj.weight	DENSE_MLP_WEIGHT	16	model-00002-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	16	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.mlp.up_proj.weight	DENSE_MLP_WEIGHT	16	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.post_attention_layernorm.weight	NORM_WEIGHT	16	model-00002-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.k_norm.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.k_proj.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.o_proj.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.q_norm.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.q_proj.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.16.self_attn.v_proj.weight	ATTENTION_WEIGHT	16	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.input_layernorm.weight	NORM_WEIGHT	17	model-00003-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.mlp.down_proj.weight	DENSE_MLP_WEIGHT	17	model-00003-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	17	model-00002-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.mlp.up_proj.weight	DENSE_MLP_WEIGHT	17	model-00003-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.post_attention_layernorm.weight	NORM_WEIGHT	17	model-00003-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.k_norm.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.k_proj.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.o_proj.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.q_norm.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.q_proj.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.17.self_attn.v_proj.weight	ATTENTION_WEIGHT	17	model-00002-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.input_layernorm.weight	NORM_WEIGHT	18	model-00003-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.mlp.down_proj.weight	DENSE_MLP_WEIGHT	18	model-00003-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	18	model-00003-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.mlp.up_proj.weight	DENSE_MLP_WEIGHT	18	model-00003-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.post_attention_layernorm.weight	NORM_WEIGHT	18	model-00003-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.k_norm.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.k_proj.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.o_proj.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.q_norm.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	128	256
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.q_proj.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	4096x4096	33554432
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.18.self_attn.v_proj.weight	ATTENTION_WEIGHT	18	model-00003-of-00005.safetensors	BF16	1024x4096	8388608
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.19.input_layernorm.weight	NORM_WEIGHT	19	model-00003-of-00005.safetensors	BF16	4096	8192
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.19.mlp.down_proj.weight	DENSE_MLP_WEIGHT	19	model-00003-of-00005.safetensors	BF16	4096x12288	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.19.mlp.gate_proj.weight	DENSE_MLP_WEIGHT	19	model-00003-of-00005.safetensors	BF16	12288x4096	100663296
Qwen3-8B	Qwen/Qwen3-8B	b968826d9c46dd6066d109eabc6255188de91218	model.layers.19.mlp.up_proj.weight	DENSE_MLP_WEIGHT	19	model-00003-of-00005.safetensors	BF16	12288x4096	100663296
